K,gate_1_based,gate_0_based,gate_name,group,group_name,mean_owen,std_owen,num_runs,run_values
8,12,11,CX,E,entanglement,0.010307617187499998,0.0039791896213581725,5,"[0.0035888671875000024, 0.013720703125000008, 0.01469726562499999, 0.01088867187499999, 0.008642578124999998]"
8,13,12,P,X,mix,0.008671875000000002,0.005768302647199391,5,"[0.006249999999999995, 0.0091796875, 6.938893903907228e-18, 0.010156250000000006, 0.017773437500000003]"
8,14,13,CX,E,entanglement,0.005830078124999998,0.005099755801170029,5,"[-0.0020751953124999996, 0.010595703124999994, 0.005908203124999998, 0.011840820312499997, 0.0028808593750000023]"
8,15,14,RY,X,mix,-0.014453124999999994,0.0276525531604057,5,"[-0.005078124999999985, 0.017773437500000024, -0.058398437500000004, -0.03281250000000001, 0.006250000000000011]"
8,16,15,RY,X,mix,0.008046874999999995,0.006775288998679318,5,"[0.004296875000000004, 0.002539062499999996, 0.01933593749999999, 0.001757812499999985, 0.012304687500000003]"
8,17,16,CX,E,entanglement,0.00904296875,0.0023457124759128757,5,"[0.012695312499999991, 0.006298828125000002, 0.00959472656250001, 0.0099365234375, 0.006689453124999993]"
8,18,17,RY,M,magic,0.024326171875000007,0.004535331203559064,5,"[0.031201171875000003, 0.025976562499999994, 0.020996093750000017, 0.025488281250000012, 0.017968750000000016]"
8,19,18,RY,M,magic,-0.00034179687499999906,0.004078829298917405,5,"[-0.005517578125000001, 0.005761718750000005, 0.002880859375000004, -0.002685546874999999, -0.0021484375000000036]"
16,2,1,P,M,magic,0.019741210937499996,0.0021593185925327454,5,"[0.017895507812500003, 0.01669921875, 0.021875000000000012, 0.020043945312500006, 0.02219238281249997]"
16,4,3,P,M,magic,0.009604492187500004,0.0028917052853632,5,"[0.009936523437500008, 0.012719726562500004, 0.007177734375000003, 0.012670898437500007, 0.005517578125000003]"
16,5,4,CX,E,entanglement,0.0020336914062500026,0.002451366401643665,5,"[0.0002807617187500044, 0.0014404296875000023, 0.0030273437500000023, -0.0008056640624999943, 0.006225585937499998]"
16,6,5,P,X,mix,9.76562499999993e-05,0.003988872308675962,5,"[-0.0065429687500000114, 0.005078125000000003, 0.0008789062499999899, 0.0027343750000000007, -0.0016601562499999854]"
16,7,6,CX,E,entanglement,0.01737548828125,0.00642395457360488,5,"[0.01790771484375001, 0.02416992187500001, 0.021618652343750006, 0.017712402343749982, 0.00546875]"
16,8,7,H,E,entanglement,-0.0069873046874999985,0.0050409428836225454,5,"[-0.009167480468750005, -0.005383300781250006, -0.00012207031249999675, -0.004992675781250004, -0.015270996093749985]"
16,9,8,P,M,magic,0.0161328125,0.0014420756617998403,5,"[0.018627929687499992, 0.01647949218749999, 0.015063476562500011, 0.01442871093750001, 0.016064453124999996]"
16,10,9,H,E,entanglement,0.0006103515624999998,0.001053234087900117,5,"[0.0013549804687499989, 0.0003662109374999985, -0.0009277343749999956, 0.0021362304687499987, 0.0001220703124999987]"
16,11,10,P,M,magic,-0.001064453125000002,0.0006322440903018987,5,"[-0.0005371093750000033, -0.001293945312499994, -0.0005126953125000064, -0.0007812500000000072, -0.0021972656249999983]"
16,12,11,CX,E,entanglement,0.009655761718750001,0.0037239008901296046,5,"[0.007678222656250005, 0.004663085937499999, 0.015966796875, 0.010461425781250002, 0.009509277343750004]"
16,13,12,P,X,mix,0.0013085937499999964,0.00387369244572443,5,"[0.006835937499999998, -0.0010742187500000118, -0.0015625000000000118, -0.0027343749999999955, 0.005078125000000003]"
16,14,13,CX,E,entanglement,0.003420410156249999,0.0014752721244524767,5,"[0.001965332031249997, 0.006164550781249999, 0.002868652343750003, 0.00247802734375, 0.003625488281249998]"
16,15,14,RY,X,mix,0.0028320312499999925,0.01695037960201316,5,"[0.007031249999999984, -0.027539062500000013, 0.015429687500000004, 0.02070312499999999, -0.0014648437500000017]"
16,16,15,RY,X,mix,0.010332031249999998,0.005786789997620671,5,"[0.01425781250000001, 0.009765624999999991, 0.006054687499999985, 0.01894531250000002, 0.002636718749999989]"
16,17,16,CX,E,entanglement,0.005270996093749997,0.006783351379233058,5,"[0.015966796874999988, -0.0007324218750000046, 0.009704589843750003, 0.003735351562499999, -0.002319335937499999]"
16,18,17,RY,M,magic,0.022016601562499998,0.009847501009814906,5,"[0.020336914062499996, 0.005200195312500006, 0.022387695312500004, 0.026904296874999994, 0.03525390625]"
16,19,18,RY,M,magic,-0.0017041015624999986,0.002109092410903205,5,"[-0.002075195312499991, -0.005175781250000001, 0.00021972656249999922, -0.002246093750000003, 0.0007568359375000021]"
32,2,1,P,M,magic,0.022888183593749997,0.002520437151669605,5,"[0.02073974609375, 0.027490234375000012, 0.021081542968749988, 0.02368164062499999, 0.021447753906249988]"
32,4,3,P,M,magic,0.00809326171875,0.002434475024302246,5,"[0.00698242187500001, 0.01214599609375, 0.008630371093749999, 0.0080322265625, 0.004675292968749993]"
32,5,4,CX,E,entanglement,0.0005529785156249991,0.0021721437137050283,5,"[0.0004516601562499986, -0.0034545898437499953, 0.00137939453125, 0.003045654296875, 0.0013427734374999924]"
32,6,5,P,X,mix,-0.000771484375000002,0.002106841650025284,5,"[-0.004101562500000006, -0.0019531250000000035, 0.0016601562500000028, 0.0011718749999999976, -0.0006347656250000003]"
32,7,6,CX,E,entanglement,0.013283691406250003,0.003532908868635225,5,"[0.016656494140625006, 0.01050415039062501, 0.018450927734375004, 0.01048583984375, 0.010321044921875]"
32,8,7,H,E,entanglement,-0.007973632812500003,0.0026036616153522355,5,"[-0.0036682128906249966, -0.011181640624999996, -0.009320068359375013, -0.009118652343749999, -0.006579589843750002]"
32,9,8,P,M,magic,0.012265624999999999,0.0032660997401587097,5,"[0.00885009765625, 0.0078125, 0.0144287109375, 0.014453125000000006, 0.015783691406249994]"
