r,group,n_gates,gate_indices,group_owen_value,full_accuracy,empty_active_accuracy,data_index
2,E,4,5-7-12-14,0.07916666666666666,0.995,0.5,3
2,M,4,2-4-9-11,0.2786666666666667,0.995,0.5,3
2,X,2,6-13,0.13716666666666666,0.995,0.5,3
