partition,K,gate_1_based,gate_0_based,gate_name,group,group_name,mean_owen,std_owen,num_runs,run_values
qubit_role,8,19,18,RY,Q1F,final q1 post-readout rotation,0.00015624999999999943,0.013900103978927632,5,"[-0.019531249999999986, 0.008593750000000004, -0.010937499999999996, 0.003124999999999982, 0.019531249999999993]"
qubit_role,16,2,1,P,Q0,q0 local readout path,0.0017822265625000004,0.004212313793379651,5,"[0.0040527343749999995, -0.0016601562499999993, -0.0006835937499999898, 0.009033203124999995, -0.001831054687500003]"
qubit_role,16,4,3,P,Q1,q1 local hidden path,0.0005395507812500004,0.00255986305958338,5,"[0.0004760742187499955, 0.0013061523437500073, 0.0037353515625000006, -0.00408935546875, 0.0012695312499999985]"
qubit_role,16,5,4,CX,2Q,two-qubit couplers,0.0010742187499999975,0.0048373863502577654,5,"[0.0006347656249999899, -0.0031982421875000025, -0.004858398437499997, 0.008227539062499994, 0.004565429687500004]"
qubit_role,16,6,5,P,Q1,q1 local hidden path,0.001281738281250001,0.0021094230363815723,5,"[-0.002331542968750007, 0.0016357421874999998, 0.0009277343750000062, 0.004187011718750007, 0.0019897460937499997]"
qubit_role,16,7,6,CX,2Q,two-qubit couplers,0.014257812500000005,0.00146549464705501,5,"[0.014062500000000006, 0.015332031250000011, 0.011914062499999998, 0.01621093750000001, 0.013769531250000001]"
qubit_role,16,8,7,H,Q0,q0 local readout path,0.025400390625,0.012477440503971614,5,"[0.03837890625, 0.02480468750000001, 0.028784179687500005, 0.0021240234375000003, 0.03291015625000001]"
qubit_role,16,9,8,P,Q0,q0 local readout path,0.0106396484375,0.004410301564257856,5,"[0.005957031250000004, 0.011230468750000009, 0.005371093749999994, 0.014013671874999996, 0.01662597656249999]"
qubit_role,16,10,9,H,Q1,q1 local hidden path,0.012312011718749996,0.002175573808242569,5,"[0.01343994140624999, 0.011181640625000001, 0.008996582031249997, 0.012451171874999993, 0.015490722656249994]"
qubit_role,16,11,10,P,Q1,q1 local hidden path,-0.006865234375000003,0.0016938961458674558,5,"[-0.005859375000000005, -0.007104492187500007, -0.0048217773437499965, -0.00987548828125, -0.0066650390625000045]"
