r,group,n,mean,std,se,ci95_low,ci95_high,ci95_half_width
1,E,5,18.678264056382247,6.220443258454034,2.781866795216702,10.954563609490561,26.40196450327393,7.7237004468916854
1,M,5,64.02514532627592,17.79694199454098,7.959034418282864,41.92732317353369,86.12296747901814,22.097822152742225
1,X,5,17.29659061734183,18.144447165905987,8.114443455423839,-5.232716195873955,39.82589743055762,22.529306813215786
2,E,5,18.077058343382227,3.716451608201235,1.662047686205275,13.462474180412272,22.69164250635218,4.614584162969954
2,M,5,49.821232776628975,11.533231823834656,5.157818071671634,35.50083403803555,64.1416315152224,14.320398738593429
2,X,5,32.1017088799888,12.674150218965929,5.6680522893303324,16.36467284527245,47.838744914705146,15.737036034716349
3,E,5,22.65169112177885,6.5496358041459235,2.9290861771873566,14.519244142424498,30.784138101133202,8.132446979354352
3,M,5,47.24541711524218,20.586621667768235,9.206617095239972,21.68375014573283,72.80708408475152,25.561666969509346
3,X,5,30.10289176297898,16.698600025980703,7.467840957434521,9.368841290314304,50.83694223564366,20.734050472664677
