r,coalition_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index,convention,svc_c,train_path,test_path,train_shape,test_shape,feature_columns,label_column,train_sha256,test_sha256
2,2-4-5-6-7-9-11-12-13-14,2-4-5-6-7-9-11-12-13-14,1-2-3-4-5-6-7-8-9-10-11-12-13-14,10,14,0.986,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,empty,,1-3-8-10,0,4,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2,2,1-2-3-8-10,1,5,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4,2-4,1-2-3-4-8-10,2,6,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-6-7-9-11-12-13,2-4-5-6-7-9-11-12-13,1-2-3-4-5-6-7-8-9-10-11-12-13,9,13,0.986,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-6-7-9-11-12-14,2-4-5-6-7-9-11-12-14,1-2-3-4-5-6-7-8-9-10-11-12-14,9,13,0.711,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-6-7-9-11-13,2-4-5-6-7-9-11-13,1-2-3-4-5-6-7-8-9-10-11-13,8,12,0.716,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-6-7-9-11-13-14,2-4-5-6-7-9-11-13-14,1-2-3-4-5-6-7-8-9-10-11-13-14,9,13,0.716,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-6-7-9-12-13-14,2-4-5-6-7-9-12-13-14,1-2-3-4-5-6-7-8-9-10-12-13-14,9,13,0.948,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-6-7-11-12-13-14,2-4-5-6-7-11-12-13-14,1-2-3-4-5-6-7-8-10-11-12-13-14,9,13,0.835,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-6-7-12-13-14,2-4-5-6-7-12-13-14,1-2-3-4-5-6-7-8-10-12-13-14,8,12,0.83,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-6-9-11-12-13,2-4-5-6-9-11-12-13,1-2-3-4-5-6-8-9-10-11-12-13,8,12,0.892,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-6-9-11-12-13-14,2-4-5-6-9-11-12-13-14,1-2-3-4-5-6-8-9-10-11-12-13-14,9,13,0.892,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-6-9-11-13,2-4-5-6-9-11-13,1-2-3-4-5-6-8-9-10-11-13,7,11,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-6-9-11-13-14,2-4-5-6-9-11-13-14,1-2-3-4-5-6-8-9-10-11-13-14,8,12,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-7-9-11,2-4-5-7-9-11,1-2-3-4-5-7-8-9-10-11,6,10,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-7-9-11-12,2-4-5-7-9-11-12,1-2-3-4-5-7-8-9-10-11-12,7,11,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-7-9-11-12-13-14,2-4-5-7-9-11-12-13-14,1-2-3-4-5-7-8-9-10-11-12-13-14,9,13,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-7-9-11-12-14,2-4-5-7-9-11-12-14,1-2-3-4-5-7-8-9-10-11-12-14,8,12,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-7-9-11-14,2-4-5-7-9-11-14,1-2-3-4-5-7-8-9-10-11-14,7,11,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-7-9-12-14,2-4-5-7-9-12-14,1-2-3-4-5-7-8-9-10-12-14,7,11,0.659,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-7-11-12-14,2-4-5-7-11-12-14,1-2-3-4-5-7-8-10-11-12-14,7,11,0.618,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-7-12-14,2-4-5-7-12-14,1-2-3-4-5-7-8-10-12-14,6,10,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-9-11,2-4-5-9-11,1-2-3-4-5-8-9-10-11,5,9,0.65,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-9-11-12,2-4-5-9-11-12,1-2-3-4-5-8-9-10-11-12,6,10,0.65,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
2,2-4-5-9-11-12-14,2-4-5-9-11-12-14,1-2-3-4-5-8-9-10-11-12-14,7,11,0.65,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,/Users/iratimush/xqml-thesis/data/qsvm-traindata-0.csv,/Users/iratimush/xqml-thesis/data/qsvm-testdata-0.csv,40x2,1000x2,x0|x1,y,ae8c560bde9a715c1d587a98d6fba6a4bdb383811d68892bc6925482065fc4c1,5e9d5339c3c7c314acdf982810f7049f2311a74e645cb1af035d06515031df4f
