r,subset_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index
3,4-5-6-11-12-13-14-18-20-21,4-5-6-11-12-13-14-18-20-21,1-3-4-5-6-8-10-11-12-13-14-15-17-18-20-21,10,16,0.609,0
3,4-5-6-11-12-13-14-19-20-21,4-5-6-11-12-13-14-19-20-21,1-3-4-5-6-8-10-11-12-13-14-15-17-19-20-21,10,16,0.639,0
3,4-5-6-11-12-13-16-18-19-20,4-5-6-11-12-13-16-18-19-20,1-3-4-5-6-8-10-11-12-13-15-16-17-18-19-20,10,16,0.628,0
3,4-5-6-11-12-13-16-18-19-21,4-5-6-11-12-13-16-18-19-21,1-3-4-5-6-8-10-11-12-13-15-16-17-18-19-21,10,16,0.718,0
3,4-5-6-11-12-13-16-18-20-21,4-5-6-11-12-13-16-18-20-21,1-3-4-5-6-8-10-11-12-13-15-16-17-18-20-21,10,16,0.71,0
3,4-5-6-11-12-13-16-19-20-21,4-5-6-11-12-13-16-19-20-21,1-3-4-5-6-8-10-11-12-13-15-16-17-19-20-21,10,16,0.733,0
3,4-5-6-11-12-13-18-19-20-21,4-5-6-11-12-13-18-19-20-21,1-3-4-5-6-8-10-11-12-13-15-17-18-19-20-21,10,16,0.665,0
3,4-5-6-11-12-14-16-18-19-20,4-5-6-11-12-14-16-18-19-20,1-3-4-5-6-8-10-11-12-14-15-16-17-18-19-20,10,16,0.706,0
3,4-5-6-11-12-14-16-18-19-21,4-5-6-11-12-14-16-18-19-21,1-3-4-5-6-8-10-11-12-14-15-16-17-18-19-21,10,16,0.718,0
3,4-5-6-11-12-14-16-18-20-21,4-5-6-11-12-14-16-18-20-21,1-3-4-5-6-8-10-11-12-14-15-16-17-18-20-21,10,16,0.63,0
3,4-5-6-11-12-14-16-19-20-21,4-5-6-11-12-14-16-19-20-21,1-3-4-5-6-8-10-11-12-14-15-16-17-19-20-21,10,16,0.709,0
3,4-5-6-11-12-14-18-19-20-21,4-5-6-11-12-14-18-19-20-21,1-3-4-5-6-8-10-11-12-14-15-17-18-19-20-21,10,16,0.661,0
3,4-5-6-11-12-16-18-19-20-21,4-5-6-11-12-16-18-19-20-21,1-3-4-5-6-8-10-11-12-15-16-17-18-19-20-21,10,16,0.676,0
3,4-5-6-11-13-14-16-18-19-20,4-5-6-11-13-14-16-18-19-20,1-3-4-5-6-8-10-11-13-14-15-16-17-18-19-20,10,16,0.602,0
3,4-5-6-11-13-14-16-18-19-21,4-5-6-11-13-14-16-18-19-21,1-3-4-5-6-8-10-11-13-14-15-16-17-18-19-21,10,16,0.664,0
3,4-5-6-11-13-14-16-18-20-21,4-5-6-11-13-14-16-18-20-21,1-3-4-5-6-8-10-11-13-14-15-16-17-18-20-21,10,16,0.576,0
3,4-5-6-11-13-14-16-19-20-21,4-5-6-11-13-14-16-19-20-21,1-3-4-5-6-8-10-11-13-14-15-16-17-19-20-21,10,16,0.615,0
3,4-5-6-11-13-14-18-19-20-21,4-5-6-11-13-14-18-19-20-21,1-3-4-5-6-8-10-11-13-14-15-17-18-19-20-21,10,16,0.711,0
3,4-5-6-11-13-16-18-19-20-21,4-5-6-11-13-16-18-19-20-21,1-3-4-5-6-8-10-11-13-15-16-17-18-19-20-21,10,16,0.536,0
3,4-5-6-11-14-16-18-19-20-21,4-5-6-11-14-16-18-19-20-21,1-3-4-5-6-8-10-11-14-15-16-17-18-19-20-21,10,16,0.676,0
3,4-5-6-12-13-14-16-18-19-20,4-5-6-12-13-14-16-18-19-20,1-3-4-5-6-8-10-12-13-14-15-16-17-18-19-20,10,16,0.703,0
3,4-5-6-12-13-14-16-18-19-21,4-5-6-12-13-14-16-18-19-21,1-3-4-5-6-8-10-12-13-14-15-16-17-18-19-21,10,16,0.779,0
3,4-5-6-12-13-14-16-18-20-21,4-5-6-12-13-14-16-18-20-21,1-3-4-5-6-8-10-12-13-14-15-16-17-18-20-21,10,16,0.768,0
3,4-5-6-12-13-14-16-19-20-21,4-5-6-12-13-14-16-19-20-21,1-3-4-5-6-8-10-12-13-14-15-16-17-19-20-21,10,16,0.676,0
3,4-5-6-12-13-14-18-19-20-21,4-5-6-12-13-14-18-19-20-21,1-3-4-5-6-8-10-12-13-14-15-17-18-19-20-21,10,16,0.701,0
3,4-5-6-12-13-16-18-19-20-21,4-5-6-12-13-16-18-19-20-21,1-3-4-5-6-8-10-12-13-15-16-17-18-19-20-21,10,16,0.671,0
3,4-5-6-12-14-16-18-19-20-21,4-5-6-12-14-16-18-19-20-21,1-3-4-5-6-8-10-12-14-15-16-17-18-19-20-21,10,16,0.542,0
3,4-5-6-13-14-16-18-19-20-21,4-5-6-13-14-16-18-19-20-21,1-3-4-5-6-8-10-13-14-15-16-17-18-19-20-21,10,16,0.619,0
3,4-5-6-7-11-12-13-14-16-18,4-5-6-7-11-12-13-14-16-18,1-3-4-5-6-7-8-10-11-12-13-14-15-16-17-18,10,16,0.792,0
3,4-5-6-7-11-12-13-14-16-19,4-5-6-7-11-12-13-14-16-19,1-3-4-5-6-7-8-10-11-12-13-14-15-16-17-19,10,16,0.802,0
3,4-5-6-7-11-12-13-14-16-20,4-5-6-7-11-12-13-14-16-20,1-3-4-5-6-7-8-10-11-12-13-14-15-16-17-20,10,16,0.777,0
3,4-5-6-7-11-12-13-14-16-21,4-5-6-7-11-12-13-14-16-21,1-3-4-5-6-7-8-10-11-12-13-14-15-16-17-21,10,16,0.802,0
3,4-5-6-7-11-12-13-14-18-19,4-5-6-7-11-12-13-14-18-19,1-3-4-5-6-7-8-10-11-12-13-14-15-17-18-19,10,16,0.702,0
3,4-5-6-7-11-12-13-14-18-20,4-5-6-7-11-12-13-14-18-20,1-3-4-5-6-7-8-10-11-12-13-14-15-17-18-20,10,16,0.692,0
3,4-5-6-7-11-12-13-14-18-21,4-5-6-7-11-12-13-14-18-21,1-3-4-5-6-7-8-10-11-12-13-14-15-17-18-21,10,16,0.702,0
3,4-5-6-7-11-12-13-14-19-20,4-5-6-7-11-12-13-14-19-20,1-3-4-5-6-7-8-10-11-12-13-14-15-17-19-20,10,16,0.617,0
3,4-5-6-7-11-12-13-14-19-21,4-5-6-7-11-12-13-14-19-21,1-3-4-5-6-7-8-10-11-12-13-14-15-17-19-21,10,16,0.676,0
3,4-5-6-7-11-12-13-14-20-21,4-5-6-7-11-12-13-14-20-21,1-3-4-5-6-7-8-10-11-12-13-14-15-17-20-21,10,16,0.715,0
3,4-5-6-7-11-12-13-16-18-19,4-5-6-7-11-12-13-16-18-19,1-3-4-5-6-7-8-10-11-12-13-15-16-17-18-19,10,16,0.705,0
3,4-5-6-7-11-12-13-16-18-20,4-5-6-7-11-12-13-16-18-20,1-3-4-5-6-7-8-10-11-12-13-15-16-17-18-20,10,16,0.769,0
3,4-5-6-7-11-12-13-16-18-21,4-5-6-7-11-12-13-16-18-21,1-3-4-5-6-7-8-10-11-12-13-15-16-17-18-21,10,16,0.705,0
3,4-5-6-7-11-12-13-16-19-20,4-5-6-7-11-12-13-16-19-20,1-3-4-5-6-7-8-10-11-12-13-15-16-17-19-20,10,16,0.7,0
3,4-5-6-7-11-12-13-16-19-21,4-5-6-7-11-12-13-16-19-21,1-3-4-5-6-7-8-10-11-12-13-15-16-17-19-21,10,16,0.758,0
3,4-5-6-7-11-12-13-16-20-21,4-5-6-7-11-12-13-16-20-21,1-3-4-5-6-7-8-10-11-12-13-15-16-17-20-21,10,16,0.839,0
3,4-5-6-7-11-12-13-18-19-20,4-5-6-7-11-12-13-18-19-20,1-3-4-5-6-7-8-10-11-12-13-15-17-18-19-20,10,16,0.716,0
3,4-5-6-7-11-12-13-18-19-21,4-5-6-7-11-12-13-18-19-21,1-3-4-5-6-7-8-10-11-12-13-15-17-18-19-21,10,16,0.702,0
3,4-5-6-7-11-12-13-18-20-21,4-5-6-7-11-12-13-18-20-21,1-3-4-5-6-7-8-10-11-12-13-15-17-18-20-21,10,16,0.692,0
3,4-5-6-7-11-12-13-19-20-21,4-5-6-7-11-12-13-19-20-21,1-3-4-5-6-7-8-10-11-12-13-15-17-19-20-21,10,16,0.711,0
3,4-5-6-7-11-12-14-16-18-19,4-5-6-7-11-12-14-16-18-19,1-3-4-5-6-7-8-10-11-12-14-15-16-17-18-19,10,16,0.602,0
3,4-5-6-7-11-12-14-16-18-20,4-5-6-7-11-12-14-16-18-20,1-3-4-5-6-7-8-10-11-12-14-15-16-17-18-20,10,16,0.651,0
3,4-5-6-7-11-12-14-16-18-21,4-5-6-7-11-12-14-16-18-21,1-3-4-5-6-7-8-10-11-12-14-15-16-17-18-21,10,16,0.602,0
3,4-5-6-7-11-12-14-16-19-20,4-5-6-7-11-12-14-16-19-20,1-3-4-5-6-7-8-10-11-12-14-15-16-17-19-20,10,16,0.619,0
3,4-5-6-7-11-12-14-16-19-21,4-5-6-7-11-12-14-16-19-21,1-3-4-5-6-7-8-10-11-12-14-15-16-17-19-21,10,16,0.699,0
3,4-5-6-7-11-12-14-16-20-21,4-5-6-7-11-12-14-16-20-21,1-3-4-5-6-7-8-10-11-12-14-15-16-17-20-21,10,16,0.709,0
3,4-5-6-7-11-12-14-18-19-20,4-5-6-7-11-12-14-18-19-20,1-3-4-5-6-7-8-10-11-12-14-15-17-18-19-20,10,16,0.632,0
3,4-5-6-7-11-12-14-18-19-21,4-5-6-7-11-12-14-18-19-21,1-3-4-5-6-7-8-10-11-12-14-15-17-18-19-21,10,16,0.624,0
3,4-5-6-7-11-12-14-18-20-21,4-5-6-7-11-12-14-18-20-21,1-3-4-5-6-7-8-10-11-12-14-15-17-18-20-21,10,16,0.664,0
3,4-5-6-7-11-12-14-19-20-21,4-5-6-7-11-12-14-19-20-21,1-3-4-5-6-7-8-10-11-12-14-15-17-19-20-21,10,16,0.614,0
3,4-5-6-7-11-12-16-18-19-20,4-5-6-7-11-12-16-18-19-20,1-3-4-5-6-7-8-10-11-12-15-16-17-18-19-20,10,16,0.626,0
3,4-5-6-7-11-12-16-18-19-21,4-5-6-7-11-12-16-18-19-21,1-3-4-5-6-7-8-10-11-12-15-16-17-18-19-21,10,16,0.63,0
3,4-5-6-7-11-12-16-18-20-21,4-5-6-7-11-12-16-18-20-21,1-3-4-5-6-7-8-10-11-12-15-16-17-18-20-21,10,16,0.626,0
3,4-5-6-7-11-12-16-19-20-21,4-5-6-7-11-12-16-19-20-21,1-3-4-5-6-7-8-10-11-12-15-16-17-19-20-21,10,16,0.696,0
3,4-5-6-7-11-12-18-19-20-21,4-5-6-7-11-12-18-19-20-21,1-3-4-5-6-7-8-10-11-12-15-17-18-19-20-21,10,16,0.682,0
3,4-5-6-7-11-13-14-16-18-19,4-5-6-7-11-13-14-16-18-19,1-3-4-5-6-7-8-10-11-13-14-15-16-17-18-19,10,16,0.654,0
3,4-5-6-7-11-13-14-16-18-20,4-5-6-7-11-13-14-16-18-20,1-3-4-5-6-7-8-10-11-13-14-15-16-17-18-20,10,16,0.622,0
3,4-5-6-7-11-13-14-16-18-21,4-5-6-7-11-13-14-16-18-21,1-3-4-5-6-7-8-10-11-13-14-15-16-17-18-21,10,16,0.654,0
3,4-5-6-7-11-13-14-16-19-20,4-5-6-7-11-13-14-16-19-20,1-3-4-5-6-7-8-10-11-13-14-15-16-17-19-20,10,16,0.682,0
3,4-5-6-7-11-13-14-16-19-21,4-5-6-7-11-13-14-16-19-21,1-3-4-5-6-7-8-10-11-13-14-15-16-17-19-21,10,16,0.61,0
3,4-5-6-7-11-13-14-16-20-21,4-5-6-7-11-13-14-16-20-21,1-3-4-5-6-7-8-10-11-13-14-15-16-17-20-21,10,16,0.767,0
3,4-5-6-7-11-13-14-18-19-20,4-5-6-7-11-13-14-18-19-20,1-3-4-5-6-7-8-10-11-13-14-15-17-18-19-20,10,16,0.635,0
3,4-5-6-7-11-13-14-18-19-21,4-5-6-7-11-13-14-18-19-21,1-3-4-5-6-7-8-10-11-13-14-15-17-18-19-21,10,16,0.581,0
3,4-5-6-7-11-13-14-18-20-21,4-5-6-7-11-13-14-18-20-21,1-3-4-5-6-7-8-10-11-13-14-15-17-18-20-21,10,16,0.617,0
3,4-5-6-7-11-13-14-19-20-21,4-5-6-7-11-13-14-19-20-21,1-3-4-5-6-7-8-10-11-13-14-15-17-19-20-21,10,16,0.711,0
3,4-5-6-7-11-13-16-18-19-20,4-5-6-7-11-13-16-18-19-20,1-3-4-5-6-7-8-10-11-13-15-16-17-18-19-20,10,16,0.553,0
3,4-5-6-7-11-13-16-18-19-21,4-5-6-7-11-13-16-18-19-21,1-3-4-5-6-7-8-10-11-13-15-16-17-18-19-21,10,16,0.623,0
3,4-5-6-7-11-13-16-18-20-21,4-5-6-7-11-13-16-18-20-21,1-3-4-5-6-7-8-10-11-13-15-16-17-18-20-21,10,16,0.712,0
3,4-5-6-7-11-13-16-19-20-21,4-5-6-7-11-13-16-19-20-21,1-3-4-5-6-7-8-10-11-13-15-16-17-19-20-21,10,16,0.65,0
3,4-5-6-7-11-13-18-19-20-21,4-5-6-7-11-13-18-19-20-21,1-3-4-5-6-7-8-10-11-13-15-17-18-19-20-21,10,16,0.623,0
3,4-5-6-7-11-14-16-18-19-20,4-5-6-7-11-14-16-18-19-20,1-3-4-5-6-7-8-10-11-14-15-16-17-18-19-20,10,16,0.626,0
3,4-5-6-7-11-14-16-18-19-21,4-5-6-7-11-14-16-18-19-21,1-3-4-5-6-7-8-10-11-14-15-16-17-18-19-21,10,16,0.63,0
3,4-5-6-7-11-14-16-18-20-21,4-5-6-7-11-14-16-18-20-21,1-3-4-5-6-7-8-10-11-14-15-16-17-18-20-21,10,16,0.626,0
3,4-5-6-7-11-14-16-19-20-21,4-5-6-7-11-14-16-19-20-21,1-3-4-5-6-7-8-10-11-14-15-16-17-19-20-21,10,16,0.696,0
3,4-5-6-7-11-14-18-19-20-21,4-5-6-7-11-14-18-19-20-21,1-3-4-5-6-7-8-10-11-14-15-17-18-19-20-21,10,16,0.682,0
3,4-5-6-7-11-16-18-19-20-21,4-5-6-7-11-16-18-19-20-21,1-3-4-5-6-7-8-10-11-15-16-17-18-19-20-21,10,16,0.625,0
3,4-5-6-7-12-13-14-16-18-19,4-5-6-7-12-13-14-16-18-19,1-3-4-5-6-7-8-10-12-13-14-15-16-17-18-19,10,16,0.712,0
3,4-5-6-7-12-13-14-16-18-20,4-5-6-7-12-13-14-16-18-20,1-3-4-5-6-7-8-10-12-13-14-15-16-17-18-20,10,16,0.787,0
3,4-5-6-7-12-13-14-16-18-21,4-5-6-7-12-13-14-16-18-21,1-3-4-5-6-7-8-10-12-13-14-15-16-17-18-21,10,16,0.712,0
3,4-5-6-7-12-13-14-16-19-20,4-5-6-7-12-13-14-16-19-20,1-3-4-5-6-7-8-10-12-13-14-15-16-17-19-20,10,16,0.59,0
3,4-5-6-7-12-13-14-16-19-21,4-5-6-7-12-13-14-16-19-21,1-3-4-5-6-7-8-10-12-13-14-15-16-17-19-21,10,16,0.845,0
3,4-5-6-7-12-13-14-16-20-21,4-5-6-7-12-13-14-16-20-21,1-3-4-5-6-7-8-10-12-13-14-15-16-17-20-21,10,16,0.763,0
3,4-5-6-7-12-13-14-18-19-20,4-5-6-7-12-13-14-18-19-20,1-3-4-5-6-7-8-10-12-13-14-15-17-18-19-20,10,16,0.665,0
3,4-5-6-7-12-13-14-18-19-21,4-5-6-7-12-13-14-18-19-21,1-3-4-5-6-7-8-10-12-13-14-15-17-18-19-21,10,16,0.538,0
3,4-5-6-7-12-13-14-18-20-21,4-5-6-7-12-13-14-18-20-21,1-3-4-5-6-7-8-10-12-13-14-15-17-18-20-21,10,16,0.612,0
3,4-5-6-7-12-13-14-19-20-21,4-5-6-7-12-13-14-19-20-21,1-3-4-5-6-7-8-10-12-13-14-15-17-19-20-21,10,16,0.674,0
3,4-5-6-7-12-13-16-18-19-20,4-5-6-7-12-13-16-18-19-20,1-3-4-5-6-7-8-10-12-13-15-16-17-18-19-20,10,16,0.564,0
3,4-5-6-7-12-13-16-18-19-21,4-5-6-7-12-13-16-18-19-21,1-3-4-5-6-7-8-10-12-13-15-16-17-18-19-21,10,16,0.723,0
3,4-5-6-7-12-13-16-18-20-21,4-5-6-7-12-13-16-18-20-21,1-3-4-5-6-7-8-10-12-13-15-16-17-18-20-21,10,16,0.75,0
3,4-5-6-7-12-13-16-19-20-21,4-5-6-7-12-13-16-19-20-21,1-3-4-5-6-7-8-10-12-13-15-16-17-19-20-21,10,16,0.693,0
3,4-5-6-7-12-13-18-19-20-21,4-5-6-7-12-13-18-19-20-21,1-3-4-5-6-7-8-10-12-13-15-17-18-19-20-21,10,16,0.647,0
3,4-5-6-7-12-14-16-18-19-20,4-5-6-7-12-14-16-18-19-20,1-3-4-5-6-7-8-10-12-14-15-16-17-18-19-20,10,16,0.519,0
3,4-5-6-7-12-14-16-18-19-21,4-5-6-7-12-14-16-18-19-21,1-3-4-5-6-7-8-10-12-14-15-16-17-18-19-21,10,16,0.619,0
3,4-5-6-7-12-14-16-18-20-21,4-5-6-7-12-14-16-18-20-21,1-3-4-5-6-7-8-10-12-14-15-16-17-18-20-21,10,16,0.595,0
3,4-5-6-7-12-14-16-19-20-21,4-5-6-7-12-14-16-19-20-21,1-3-4-5-6-7-8-10-12-14-15-16-17-19-20-21,10,16,0.68,0
3,4-5-6-7-12-14-18-19-20-21,4-5-6-7-12-14-18-19-20-21,1-3-4-5-6-7-8-10-12-14-15-17-18-19-20-21,10,16,0.669,0
3,4-5-6-7-12-16-18-19-20-21,4-5-6-7-12-16-18-19-20-21,1-3-4-5-6-7-8-10-12-15-16-17-18-19-20-21,10,16,0.605,0
3,4-5-6-7-13-14-16-18-19-20,4-5-6-7-13-14-16-18-19-20,1-3-4-5-6-7-8-10-13-14-15-16-17-18-19-20,10,16,0.758,0
3,4-5-6-7-13-14-16-18-19-21,4-5-6-7-13-14-16-18-19-21,1-3-4-5-6-7-8-10-13-14-15-16-17-18-19-21,10,16,0.622,0
3,4-5-6-7-13-14-16-18-20-21,4-5-6-7-13-14-16-18-20-21,1-3-4-5-6-7-8-10-13-14-15-16-17-18-20-21,10,16,0.712,0
3,4-5-6-7-13-14-16-19-20-21,4-5-6-7-13-14-16-19-20-21,1-3-4-5-6-7-8-10-13-14-15-16-17-19-20-21,10,16,0.802,0
3,4-5-6-7-13-14-18-19-20-21,4-5-6-7-13-14-18-19-20-21,1-3-4-5-6-7-8-10-13-14-15-17-18-19-20-21,10,16,0.682,0
3,4-5-6-7-13-16-18-19-20-21,4-5-6-7-13-16-18-19-20-21,1-3-4-5-6-7-8-10-13-15-16-17-18-19-20-21,10,16,0.671,0
3,4-5-6-7-14-16-18-19-20-21,4-5-6-7-14-16-18-19-20-21,1-3-4-5-6-7-8-10-14-15-16-17-18-19-20-21,10,16,0.605,0
3,4-5-6-7-9-11-12-13-14-16,4-5-6-7-9-11-12-13-14-16,1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17,10,16,0.899,0
3,4-5-6-7-9-11-12-13-14-18,4-5-6-7-9-11-12-13-14-18,1-3-4-5-6-7-8-9-10-11-12-13-14-15-17-18,10,16,0.656,0
3,4-5-6-7-9-11-12-13-14-19,4-5-6-7-9-11-12-13-14-19,1-3-4-5-6-7-8-9-10-11-12-13-14-15-17-19,10,16,0.699,0
3,4-5-6-7-9-11-12-13-14-20,4-5-6-7-9-11-12-13-14-20,1-3-4-5-6-7-8-9-10-11-12-13-14-15-17-20,10,16,0.792,0
3,4-5-6-7-9-11-12-13-14-21,4-5-6-7-9-11-12-13-14-21,1-3-4-5-6-7-8-9-10-11-12-13-14-15-17-21,10,16,0.699,0
3,4-5-6-7-9-11-12-13-16-18,4-5-6-7-9-11-12-13-16-18,1-3-4-5-6-7-8-9-10-11-12-13-15-16-17-18,10,16,0.803,0
3,4-5-6-7-9-11-12-13-16-19,4-5-6-7-9-11-12-13-16-19,1-3-4-5-6-7-8-9-10-11-12-13-15-16-17-19,10,16,0.849,0
3,4-5-6-7-9-11-12-13-16-20,4-5-6-7-9-11-12-13-16-20,1-3-4-5-6-7-8-9-10-11-12-13-15-16-17-20,10,16,0.889,0
3,4-5-6-7-9-11-12-13-16-21,4-5-6-7-9-11-12-13-16-21,1-3-4-5-6-7-8-9-10-11-12-13-15-16-17-21,10,16,0.849,0
3,4-5-6-7-9-11-12-13-18-19,4-5-6-7-9-11-12-13-18-19,1-3-4-5-6-7-8-9-10-11-12-13-15-17-18-19,10,16,0.656,0
3,4-5-6-7-9-11-12-13-18-20,4-5-6-7-9-11-12-13-18-20,1-3-4-5-6-7-8-9-10-11-12-13-15-17-18-20,10,16,0.688,0
3,4-5-6-7-9-11-12-13-18-21,4-5-6-7-9-11-12-13-18-21,1-3-4-5-6-7-8-9-10-11-12-13-15-17-18-21,10,16,0.656,0
3,4-5-6-7-9-11-12-13-19-20,4-5-6-7-9-11-12-13-19-20,1-3-4-5-6-7-8-9-10-11-12-13-15-17-19-20,10,16,0.786,0
3,4-5-6-7-9-11-12-13-19-21,4-5-6-7-9-11-12-13-19-21,1-3-4-5-6-7-8-9-10-11-12-13-15-17-19-21,10,16,0.699,0
3,4-5-6-7-9-11-12-13-20-21,4-5-6-7-9-11-12-13-20-21,1-3-4-5-6-7-8-9-10-11-12-13-15-17-20-21,10,16,0.792,0
3,4-5-6-7-9-11-12-14-16-18,4-5-6-7-9-11-12-14-16-18,1-3-4-5-6-7-8-9-10-11-12-14-15-16-17-18,10,16,0.583,0
3,4-5-6-7-9-11-12-14-16-19,4-5-6-7-9-11-12-14-16-19,1-3-4-5-6-7-8-9-10-11-12-14-15-16-17-19,10,16,0.722,0
3,4-5-6-7-9-11-12-14-16-20,4-5-6-7-9-11-12-14-16-20,1-3-4-5-6-7-8-9-10-11-12-14-15-16-17-20,10,16,0.761,0
3,4-5-6-7-9-11-12-14-16-21,4-5-6-7-9-11-12-14-16-21,1-3-4-5-6-7-8-9-10-11-12-14-15-16-17-21,10,16,0.722,0
3,4-5-6-7-9-11-12-14-18-19,4-5-6-7-9-11-12-14-18-19,1-3-4-5-6-7-8-9-10-11-12-14-15-17-18-19,10,16,0.52,0
3,4-5-6-7-9-11-12-14-18-20,4-5-6-7-9-11-12-14-18-20,1-3-4-5-6-7-8-9-10-11-12-14-15-17-18-20,10,16,0.543,0
3,4-5-6-7-9-11-12-14-18-21,4-5-6-7-9-11-12-14-18-21,1-3-4-5-6-7-8-9-10-11-12-14-15-17-18-21,10,16,0.52,0
3,4-5-6-7-9-11-12-14-19-20,4-5-6-7-9-11-12-14-19-20,1-3-4-5-6-7-8-9-10-11-12-14-15-17-19-20,10,16,0.717,0
3,4-5-6-7-9-11-12-14-19-21,4-5-6-7-9-11-12-14-19-21,1-3-4-5-6-7-8-9-10-11-12-14-15-17-19-21,10,16,0.569,0
3,4-5-6-7-9-11-12-14-20-21,4-5-6-7-9-11-12-14-20-21,1-3-4-5-6-7-8-9-10-11-12-14-15-17-20-21,10,16,0.818,0
3,4-5-6-7-9-11-12-16-18-19,4-5-6-7-9-11-12-16-18-19,1-3-4-5-6-7-8-9-10-11-12-15-16-17-18-19,10,16,0.733,0
3,4-5-6-7-9-11-12-16-18-20,4-5-6-7-9-11-12-16-18-20,1-3-4-5-6-7-8-9-10-11-12-15-16-17-18-20,10,16,0.669,0
3,4-5-6-7-9-11-12-16-18-21,4-5-6-7-9-11-12-16-18-21,1-3-4-5-6-7-8-9-10-11-12-15-16-17-18-21,10,16,0.733,0
3,4-5-6-7-9-11-12-16-19-20,4-5-6-7-9-11-12-16-19-20,1-3-4-5-6-7-8-9-10-11-12-15-16-17-19-20,10,16,0.744,0
3,4-5-6-7-9-11-12-16-19-21,4-5-6-7-9-11-12-16-19-21,1-3-4-5-6-7-8-9-10-11-12-15-16-17-19-21,10,16,0.716,0
3,4-5-6-7-9-11-12-16-20-21,4-5-6-7-9-11-12-16-20-21,1-3-4-5-6-7-8-9-10-11-12-15-16-17-20-21,10,16,0.874,0
3,4-5-6-7-9-11-12-18-19-20,4-5-6-7-9-11-12-18-19-20,1-3-4-5-6-7-8-9-10-11-12-15-17-18-19-20,10,16,0.637,0
3,4-5-6-7-9-11-12-18-19-21,4-5-6-7-9-11-12-18-19-21,1-3-4-5-6-7-8-9-10-11-12-15-17-18-19-21,10,16,0.52,0
3,4-5-6-7-9-11-12-18-20-21,4-5-6-7-9-11-12-18-20-21,1-3-4-5-6-7-8-9-10-11-12-15-17-18-20-21,10,16,0.543,0
3,4-5-6-7-9-11-12-19-20-21,4-5-6-7-9-11-12-19-20-21,1-3-4-5-6-7-8-9-10-11-12-15-17-19-20-21,10,16,0.796,0
3,4-5-6-7-9-11-13-14-16-18,4-5-6-7-9-11-13-14-16-18,1-3-4-5-6-7-8-9-10-11-13-14-15-16-17-18,10,16,0.675,0
3,4-5-6-7-9-11-13-14-16-19,4-5-6-7-9-11-13-14-16-19,1-3-4-5-6-7-8-9-10-11-13-14-15-16-17-19,10,16,0.681,0
3,4-5-6-7-9-11-13-14-16-20,4-5-6-7-9-11-13-14-16-20,1-3-4-5-6-7-8-9-10-11-13-14-15-16-17-20,10,16,0.79,0
3,4-5-6-7-9-11-13-14-16-21,4-5-6-7-9-11-13-14-16-21,1-3-4-5-6-7-8-9-10-11-13-14-15-16-17-21,10,16,0.681,0
3,4-5-6-7-9-11-13-14-18-19,4-5-6-7-9-11-13-14-18-19,1-3-4-5-6-7-8-9-10-11-13-14-15-17-18-19,10,16,0.628,0
3,4-5-6-7-9-11-13-14-18-20,4-5-6-7-9-11-13-14-18-20,1-3-4-5-6-7-8-9-10-11-13-14-15-17-18-20,10,16,0.59,0
3,4-5-6-7-9-11-13-14-18-21,4-5-6-7-9-11-13-14-18-21,1-3-4-5-6-7-8-9-10-11-13-14-15-17-18-21,10,16,0.628,0
3,4-5-6-7-9-11-13-14-19-20,4-5-6-7-9-11-13-14-19-20,1-3-4-5-6-7-8-9-10-11-13-14-15-17-19-20,10,16,0.798,0
3,4-5-6-7-9-11-13-14-19-21,4-5-6-7-9-11-13-14-19-21,1-3-4-5-6-7-8-9-10-11-13-14-15-17-19-21,10,16,0.649,0
3,4-5-6-7-9-11-13-14-20-21,4-5-6-7-9-11-13-14-20-21,1-3-4-5-6-7-8-9-10-11-13-14-15-17-20-21,10,16,0.761,0
3,4-5-6-7-9-11-13-16-18-19,4-5-6-7-9-11-13-16-18-19,1-3-4-5-6-7-8-9-10-11-13-15-16-17-18-19,10,16,0.677,0
3,4-5-6-7-9-11-13-16-18-20,4-5-6-7-9-11-13-16-18-20,1-3-4-5-6-7-8-9-10-11-13-15-16-17-18-20,10,16,0.647,0
3,4-5-6-7-9-11-13-16-18-21,4-5-6-7-9-11-13-16-18-21,1-3-4-5-6-7-8-9-10-11-13-15-16-17-18-21,10,16,0.677,0
3,4-5-6-7-9-11-13-16-19-20,4-5-6-7-9-11-13-16-19-20,1-3-4-5-6-7-8-9-10-11-13-15-16-17-19-20,10,16,0.68,0
3,4-5-6-7-9-11-13-16-19-21,4-5-6-7-9-11-13-16-19-21,1-3-4-5-6-7-8-9-10-11-13-15-16-17-19-21,10,16,0.764,0
3,4-5-6-7-9-11-13-16-20-21,4-5-6-7-9-11-13-16-20-21,1-3-4-5-6-7-8-9-10-11-13-15-16-17-20-21,10,16,0.69,0
3,4-5-6-7-9-11-13-18-19-20,4-5-6-7-9-11-13-18-19-20,1-3-4-5-6-7-8-9-10-11-13-15-17-18-19-20,10,16,0.677,0
3,4-5-6-7-9-11-13-18-19-21,4-5-6-7-9-11-13-18-19-21,1-3-4-5-6-7-8-9-10-11-13-15-17-18-19-21,10,16,0.628,0
3,4-5-6-7-9-11-13-18-20-21,4-5-6-7-9-11-13-18-20-21,1-3-4-5-6-7-8-9-10-11-13-15-17-18-20-21,10,16,0.59,0
