r,subset_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index
3,2-4-12-13-18-19-20,2-4-12-13-18-19-20,1-2-3-4-8-10-12-13-15-17-18-19-20,7,13,0.666,0
3,2-4-12-13-18-19-21,2-4-12-13-18-19-21,1-2-3-4-8-10-12-13-15-17-18-19-21,7,13,0.621,0
3,2-4-12-13-18-20-21,2-4-12-13-18-20-21,1-2-3-4-8-10-12-13-15-17-18-20-21,7,13,0.674,0
3,2-4-12-13-19-20-21,2-4-12-13-19-20-21,1-2-3-4-8-10-12-13-15-17-19-20-21,7,13,0.568,0
3,2-4-12-14-16-18-19,2-4-12-14-16-18-19,1-2-3-4-8-10-12-14-15-16-17-18-19,7,13,0.714,0
3,2-4-12-14-16-18-20,2-4-12-14-16-18-20,1-2-3-4-8-10-12-14-15-16-17-18-20,7,13,0.617,0
3,2-4-12-14-16-18-21,2-4-12-14-16-18-21,1-2-3-4-8-10-12-14-15-16-17-18-21,7,13,0.714,0
3,2-4-12-14-16-19-20,2-4-12-14-16-19-20,1-2-3-4-8-10-12-14-15-16-17-19-20,7,13,0.675,0
3,2-4-12-14-16-19-21,2-4-12-14-16-19-21,1-2-3-4-8-10-12-14-15-16-17-19-21,7,13,0.647,0
3,2-4-12-14-16-20-21,2-4-12-14-16-20-21,1-2-3-4-8-10-12-14-15-16-17-20-21,7,13,0.725,0
3,2-4-12-14-18-19-20,2-4-12-14-18-19-20,1-2-3-4-8-10-12-14-15-17-18-19-20,7,13,0.619,0
3,2-4-12-14-18-19-21,2-4-12-14-18-19-21,1-2-3-4-8-10-12-14-15-17-18-19-21,7,13,0.548,0
3,2-4-12-14-18-20-21,2-4-12-14-18-20-21,1-2-3-4-8-10-12-14-15-17-18-20-21,7,13,0.56,0
3,2-4-12-14-19-20-21,2-4-12-14-19-20-21,1-2-3-4-8-10-12-14-15-17-19-20-21,7,13,0.842,0
3,2-4-12-16-18-19-20,2-4-12-16-18-19-20,1-2-3-4-8-10-12-15-16-17-18-19-20,7,13,0.547,0
3,2-4-12-16-18-19-21,2-4-12-16-18-19-21,1-2-3-4-8-10-12-15-16-17-18-19-21,7,13,0.503,0
3,2-4-12-16-18-20-21,2-4-12-16-18-20-21,1-2-3-4-8-10-12-15-16-17-18-20-21,7,13,0.627,0
3,2-4-12-16-19-20-21,2-4-12-16-19-20-21,1-2-3-4-8-10-12-15-16-17-19-20-21,7,13,0.741,0
3,2-4-12-18-19-20-21,2-4-12-18-19-20-21,1-2-3-4-8-10-12-15-17-18-19-20-21,7,13,0.636,0
3,2-4-13-14-16-18-19,2-4-13-14-16-18-19,1-2-3-4-8-10-13-14-15-16-17-18-19,7,13,0.619,0
3,2-4-13-14-16-18-20,2-4-13-14-16-18-20,1-2-3-4-8-10-13-14-15-16-17-18-20,7,13,0.672,0
3,2-4-13-14-16-18-21,2-4-13-14-16-18-21,1-2-3-4-8-10-13-14-15-16-17-18-21,7,13,0.619,0
3,2-4-13-14-16-19-20,2-4-13-14-16-19-20,1-2-3-4-8-10-13-14-15-16-17-19-20,7,13,0.597,0
3,2-4-13-14-16-19-21,2-4-13-14-16-19-21,1-2-3-4-8-10-13-14-15-16-17-19-21,7,13,0.658,0
3,2-4-13-14-16-20-21,2-4-13-14-16-20-21,1-2-3-4-8-10-13-14-15-16-17-20-21,7,13,0.568,0
3,2-4-13-14-18-19-20,2-4-13-14-18-19-20,1-2-3-4-8-10-13-14-15-17-18-19-20,7,13,0.723,0
3,2-4-13-14-18-19-21,2-4-13-14-18-19-21,1-2-3-4-8-10-13-14-15-17-18-19-21,7,13,0.603,0
3,2-4-13-14-18-20-21,2-4-13-14-18-20-21,1-2-3-4-8-10-13-14-15-17-18-20-21,7,13,0.574,0
3,2-4-13-14-19-20-21,2-4-13-14-19-20-21,1-2-3-4-8-10-13-14-15-17-19-20-21,7,13,0.731,0
3,2-4-13-16-18-19-20,2-4-13-16-18-19-20,1-2-3-4-8-10-13-15-16-17-18-19-20,7,13,0.632,0
3,2-4-13-16-18-19-21,2-4-13-16-18-19-21,1-2-3-4-8-10-13-15-16-17-18-19-21,7,13,0.687,0
3,2-4-13-16-18-20-21,2-4-13-16-18-20-21,1-2-3-4-8-10-13-15-16-17-18-20-21,7,13,0.671,0
3,2-4-13-16-19-20-21,2-4-13-16-19-20-21,1-2-3-4-8-10-13-15-16-17-19-20-21,7,13,0.675,0
3,2-4-13-18-19-20-21,2-4-13-18-19-20-21,1-2-3-4-8-10-13-15-17-18-19-20-21,7,13,0.712,0
3,2-4-14-16-18-19-20,2-4-14-16-18-19-20,1-2-3-4-8-10-14-15-16-17-18-19-20,7,13,0.547,0
3,2-4-14-16-18-19-21,2-4-14-16-18-19-21,1-2-3-4-8-10-14-15-16-17-18-19-21,7,13,0.503,0
3,2-4-14-16-18-20-21,2-4-14-16-18-20-21,1-2-3-4-8-10-14-15-16-17-18-20-21,7,13,0.627,0
3,2-4-14-16-19-20-21,2-4-14-16-19-20-21,1-2-3-4-8-10-14-15-16-17-19-20-21,7,13,0.741,0
3,2-4-14-18-19-20-21,2-4-14-18-19-20-21,1-2-3-4-8-10-14-15-17-18-19-20-21,7,13,0.636,0
3,2-4-16-18-19-20-21,2-4-16-18-19-20-21,1-2-3-4-8-10-15-16-17-18-19-20-21,7,13,0.623,0
3,2-4-5-11-12-13-14,2-4-5-11-12-13-14,1-2-3-4-5-8-10-11-12-13-14-15-17,7,13,0.594,0
3,2-4-5-11-12-13-16,2-4-5-11-12-13-16,1-2-3-4-5-8-10-11-12-13-15-16-17,7,13,0.662,0
3,2-4-5-11-12-13-18,2-4-5-11-12-13-18,1-2-3-4-5-8-10-11-12-13-15-17-18,7,13,0.636,0
3,2-4-5-11-12-13-19,2-4-5-11-12-13-19,1-2-3-4-5-8-10-11-12-13-15-17-19,7,13,0.594,0
3,2-4-5-11-12-13-20,2-4-5-11-12-13-20,1-2-3-4-5-8-10-11-12-13-15-17-20,7,13,0.742,0
3,2-4-5-11-12-13-21,2-4-5-11-12-13-21,1-2-3-4-5-8-10-11-12-13-15-17-21,7,13,0.594,0
3,2-4-5-11-12-14-16,2-4-5-11-12-14-16,1-2-3-4-5-8-10-11-12-14-15-16-17,7,13,0.714,0
3,2-4-5-11-12-14-18,2-4-5-11-12-14-18,1-2-3-4-5-8-10-11-12-14-15-17-18,7,13,0.721,0
3,2-4-5-11-12-14-19,2-4-5-11-12-14-19,1-2-3-4-5-8-10-11-12-14-15-17-19,7,13,0.618,0
3,2-4-5-11-12-14-20,2-4-5-11-12-14-20,1-2-3-4-5-8-10-11-12-14-15-17-20,7,13,0.757,0
3,2-4-5-11-12-14-21,2-4-5-11-12-14-21,1-2-3-4-5-8-10-11-12-14-15-17-21,7,13,0.618,0
3,2-4-5-11-12-16-18,2-4-5-11-12-16-18,1-2-3-4-5-8-10-11-12-15-16-17-18,7,13,0.718,0
3,2-4-5-11-12-16-19,2-4-5-11-12-16-19,1-2-3-4-5-8-10-11-12-15-16-17-19,7,13,0.633,0
3,2-4-5-11-12-16-20,2-4-5-11-12-16-20,1-2-3-4-5-8-10-11-12-15-16-17-20,7,13,0.655,0
3,2-4-5-11-12-16-21,2-4-5-11-12-16-21,1-2-3-4-5-8-10-11-12-15-16-17-21,7,13,0.633,0
3,2-4-5-11-12-18-19,2-4-5-11-12-18-19,1-2-3-4-5-8-10-11-12-15-17-18-19,7,13,0.721,0
3,2-4-5-11-12-18-20,2-4-5-11-12-18-20,1-2-3-4-5-8-10-11-12-15-17-18-20,7,13,0.543,0
3,2-4-5-11-12-18-21,2-4-5-11-12-18-21,1-2-3-4-5-8-10-11-12-15-17-18-21,7,13,0.721,0
3,2-4-5-11-12-19-20,2-4-5-11-12-19-20,1-2-3-4-5-8-10-11-12-15-17-19-20,7,13,0.653,0
3,2-4-5-11-12-19-21,2-4-5-11-12-19-21,1-2-3-4-5-8-10-11-12-15-17-19-21,7,13,0.618,0
3,2-4-5-11-12-20-21,2-4-5-11-12-20-21,1-2-3-4-5-8-10-11-12-15-17-20-21,7,13,0.757,0
3,2-4-5-11-13-14-16,2-4-5-11-13-14-16,1-2-3-4-5-8-10-11-13-14-15-16-17,7,13,0.588,0
3,2-4-5-11-13-14-18,2-4-5-11-13-14-18,1-2-3-4-5-8-10-11-13-14-15-17-18,7,13,0.744,0
3,2-4-5-11-13-14-19,2-4-5-11-13-14-19,1-2-3-4-5-8-10-11-13-14-15-17-19,7,13,0.585,0
3,2-4-5-11-13-14-20,2-4-5-11-13-14-20,1-2-3-4-5-8-10-11-13-14-15-17-20,7,13,0.681,0
3,2-4-5-11-13-14-21,2-4-5-11-13-14-21,1-2-3-4-5-8-10-11-13-14-15-17-21,7,13,0.585,0
3,2-4-5-11-13-16-18,2-4-5-11-13-16-18,1-2-3-4-5-8-10-11-13-15-16-17-18,7,13,0.586,0
3,2-4-5-11-13-16-19,2-4-5-11-13-16-19,1-2-3-4-5-8-10-11-13-15-16-17-19,7,13,0.645,0
3,2-4-5-11-13-16-20,2-4-5-11-13-16-20,1-2-3-4-5-8-10-11-13-15-16-17-20,7,13,0.67,0
3,2-4-5-11-13-16-21,2-4-5-11-13-16-21,1-2-3-4-5-8-10-11-13-15-16-17-21,7,13,0.645,0
3,2-4-5-11-13-18-19,2-4-5-11-13-18-19,1-2-3-4-5-8-10-11-13-15-17-18-19,7,13,0.744,0
3,2-4-5-11-13-18-20,2-4-5-11-13-18-20,1-2-3-4-5-8-10-11-13-15-17-18-20,7,13,0.651,0
3,2-4-5-11-13-18-21,2-4-5-11-13-18-21,1-2-3-4-5-8-10-11-13-15-17-18-21,7,13,0.744,0
3,2-4-5-11-13-19-20,2-4-5-11-13-19-20,1-2-3-4-5-8-10-11-13-15-17-19-20,7,13,0.658,0
3,2-4-5-11-13-19-21,2-4-5-11-13-19-21,1-2-3-4-5-8-10-11-13-15-17-19-21,7,13,0.585,0
3,2-4-5-11-13-20-21,2-4-5-11-13-20-21,1-2-3-4-5-8-10-11-13-15-17-20-21,7,13,0.681,0
3,2-4-5-11-14-16-18,2-4-5-11-14-16-18,1-2-3-4-5-8-10-11-14-15-16-17-18,7,13,0.718,0
3,2-4-5-11-14-16-19,2-4-5-11-14-16-19,1-2-3-4-5-8-10-11-14-15-16-17-19,7,13,0.633,0
3,2-4-5-11-14-16-20,2-4-5-11-14-16-20,1-2-3-4-5-8-10-11-14-15-16-17-20,7,13,0.655,0
3,2-4-5-11-14-16-21,2-4-5-11-14-16-21,1-2-3-4-5-8-10-11-14-15-16-17-21,7,13,0.633,0
3,2-4-5-11-14-18-19,2-4-5-11-14-18-19,1-2-3-4-5-8-10-11-14-15-17-18-19,7,13,0.721,0
3,2-4-5-11-14-18-20,2-4-5-11-14-18-20,1-2-3-4-5-8-10-11-14-15-17-18-20,7,13,0.543,0
3,2-4-5-11-14-18-21,2-4-5-11-14-18-21,1-2-3-4-5-8-10-11-14-15-17-18-21,7,13,0.721,0
3,2-4-5-11-14-19-20,2-4-5-11-14-19-20,1-2-3-4-5-8-10-11-14-15-17-19-20,7,13,0.653,0
3,2-4-5-11-14-19-21,2-4-5-11-14-19-21,1-2-3-4-5-8-10-11-14-15-17-19-21,7,13,0.618,0
3,2-4-5-11-14-20-21,2-4-5-11-14-20-21,1-2-3-4-5-8-10-11-14-15-17-20-21,7,13,0.757,0
3,2-4-5-11-16-18-19,2-4-5-11-16-18-19,1-2-3-4-5-8-10-11-15-16-17-18-19,7,13,0.539,0
3,2-4-5-11-16-18-20,2-4-5-11-16-18-20,1-2-3-4-5-8-10-11-15-16-17-18-20,7,13,0.639,0
3,2-4-5-11-16-18-21,2-4-5-11-16-18-21,1-2-3-4-5-8-10-11-15-16-17-18-21,7,13,0.539,0
3,2-4-5-11-16-19-20,2-4-5-11-16-19-20,1-2-3-4-5-8-10-11-15-16-17-19-20,7,13,0.737,0
3,2-4-5-11-16-19-21,2-4-5-11-16-19-21,1-2-3-4-5-8-10-11-15-16-17-19-21,7,13,0.714,0
3,2-4-5-11-16-20-21,2-4-5-11-16-20-21,1-2-3-4-5-8-10-11-15-16-17-20-21,7,13,0.667,0
3,2-4-5-11-18-19-20,2-4-5-11-18-19-20,1-2-3-4-5-8-10-11-15-17-18-19-20,7,13,0.718,0
3,2-4-5-11-18-19-21,2-4-5-11-18-19-21,1-2-3-4-5-8-10-11-15-17-18-19-21,7,13,0.721,0
3,2-4-5-11-18-20-21,2-4-5-11-18-20-21,1-2-3-4-5-8-10-11-15-17-18-20-21,7,13,0.543,0
3,2-4-5-11-19-20-21,2-4-5-11-19-20-21,1-2-3-4-5-8-10-11-15-17-19-20-21,7,13,0.679,0
3,2-4-5-12-13-14-16,2-4-5-12-13-14-16,1-2-3-4-5-8-10-12-13-14-15-16-17,7,13,0.611,0
3,2-4-5-12-13-14-18,2-4-5-12-13-14-18,1-2-3-4-5-8-10-12-13-14-15-17-18,7,13,0.66,0
3,2-4-5-12-13-14-19,2-4-5-12-13-14-19,1-2-3-4-5-8-10-12-13-14-15-17-19,7,13,0.633,0
3,2-4-5-12-13-14-20,2-4-5-12-13-14-20,1-2-3-4-5-8-10-12-13-14-15-17-20,7,13,0.753,0
3,2-4-5-12-13-14-21,2-4-5-12-13-14-21,1-2-3-4-5-8-10-12-13-14-15-17-21,7,13,0.633,0
3,2-4-5-12-13-16-18,2-4-5-12-13-16-18,1-2-3-4-5-8-10-12-13-15-16-17-18,7,13,0.664,0
3,2-4-5-12-13-16-19,2-4-5-12-13-16-19,1-2-3-4-5-8-10-12-13-15-16-17-19,7,13,0.754,0
3,2-4-5-12-13-16-20,2-4-5-12-13-16-20,1-2-3-4-5-8-10-12-13-15-16-17-20,7,13,0.687,0
3,2-4-5-12-13-16-21,2-4-5-12-13-16-21,1-2-3-4-5-8-10-12-13-15-16-17-21,7,13,0.754,0
3,2-4-5-12-13-18-19,2-4-5-12-13-18-19,1-2-3-4-5-8-10-12-13-15-17-18-19,7,13,0.66,0
3,2-4-5-12-13-18-20,2-4-5-12-13-18-20,1-2-3-4-5-8-10-12-13-15-17-18-20,7,13,0.64,0
3,2-4-5-12-13-18-21,2-4-5-12-13-18-21,1-2-3-4-5-8-10-12-13-15-17-18-21,7,13,0.66,0
3,2-4-5-12-13-19-20,2-4-5-12-13-19-20,1-2-3-4-5-8-10-12-13-15-17-19-20,7,13,0.633,0
3,2-4-5-12-13-19-21,2-4-5-12-13-19-21,1-2-3-4-5-8-10-12-13-15-17-19-21,7,13,0.633,0
3,2-4-5-12-13-20-21,2-4-5-12-13-20-21,1-2-3-4-5-8-10-12-13-15-17-20-21,7,13,0.753,0
3,2-4-5-12-14-16-18,2-4-5-12-14-16-18,1-2-3-4-5-8-10-12-14-15-16-17-18,7,13,0.53,0
3,2-4-5-12-14-16-19,2-4-5-12-14-16-19,1-2-3-4-5-8-10-12-14-15-16-17-19,7,13,0.647,0
3,2-4-5-12-14-16-20,2-4-5-12-14-16-20,1-2-3-4-5-8-10-12-14-15-16-17-20,7,13,0.675,0
3,2-4-5-12-14-16-21,2-4-5-12-14-16-21,1-2-3-4-5-8-10-12-14-15-16-17-21,7,13,0.647,0
3,2-4-5-12-14-18-19,2-4-5-12-14-18-19,1-2-3-4-5-8-10-12-14-15-17-18-19,7,13,0.744,0
3,2-4-5-12-14-18-20,2-4-5-12-14-18-20,1-2-3-4-5-8-10-12-14-15-17-18-20,7,13,0.698,0
3,2-4-5-12-14-18-21,2-4-5-12-14-18-21,1-2-3-4-5-8-10-12-14-15-17-18-21,7,13,0.744,0
3,2-4-5-12-14-19-20,2-4-5-12-14-19-20,1-2-3-4-5-8-10-12-14-15-17-19-20,7,13,0.636,0
3,2-4-5-12-14-19-21,2-4-5-12-14-19-21,1-2-3-4-5-8-10-12-14-15-17-19-21,7,13,0.74,0
3,2-4-5-12-14-20-21,2-4-5-12-14-20-21,1-2-3-4-5-8-10-12-14-15-17-20-21,7,13,0.842,0
3,2-4-5-12-16-18-19,2-4-5-12-16-18-19,1-2-3-4-5-8-10-12-15-16-17-18-19,7,13,0.733,0
3,2-4-5-12-16-18-20,2-4-5-12-16-18-20,1-2-3-4-5-8-10-12-15-16-17-18-20,7,13,0.598,0
3,2-4-5-12-16-18-21,2-4-5-12-16-18-21,1-2-3-4-5-8-10-12-15-16-17-18-21,7,13,0.733,0
3,2-4-5-12-16-19-20,2-4-5-12-16-19-20,1-2-3-4-5-8-10-12-15-16-17-19-20,7,13,0.756,0
3,2-4-5-12-16-19-21,2-4-5-12-16-19-21,1-2-3-4-5-8-10-12-15-16-17-19-21,7,13,0.719,0
3,2-4-5-12-16-20-21,2-4-5-12-16-20-21,1-2-3-4-5-8-10-12-15-16-17-20-21,7,13,0.612,0
3,2-4-5-12-18-19-20,2-4-5-12-18-19-20,1-2-3-4-5-8-10-12-15-17-18-19-20,7,13,0.587,0
3,2-4-5-12-18-19-21,2-4-5-12-18-19-21,1-2-3-4-5-8-10-12-15-17-18-19-21,7,13,0.744,0
3,2-4-5-12-18-20-21,2-4-5-12-18-20-21,1-2-3-4-5-8-10-12-15-17-18-20-21,7,13,0.698,0
3,2-4-5-12-19-20-21,2-4-5-12-19-20-21,1-2-3-4-5-8-10-12-15-17-19-20-21,7,13,0.66,0
3,2-4-5-13-14-16-18,2-4-5-13-14-16-18,1-2-3-4-5-8-10-13-14-15-16-17-18,7,13,0.713,0
3,2-4-5-13-14-16-19,2-4-5-13-14-16-19,1-2-3-4-5-8-10-13-14-15-16-17-19,7,13,0.614,0
3,2-4-5-13-14-16-20,2-4-5-13-14-16-20,1-2-3-4-5-8-10-13-14-15-16-17-20,7,13,0.746,0
3,2-4-5-13-14-16-21,2-4-5-13-14-16-21,1-2-3-4-5-8-10-13-14-15-16-17-21,7,13,0.614,0
3,2-4-5-13-14-18-19,2-4-5-13-14-18-19,1-2-3-4-5-8-10-13-14-15-17-18-19,7,13,0.737,0
3,2-4-5-13-14-18-20,2-4-5-13-14-18-20,1-2-3-4-5-8-10-13-14-15-17-18-20,7,13,0.556,0
3,2-4-5-13-14-18-21,2-4-5-13-14-18-21,1-2-3-4-5-8-10-13-14-15-17-18-21,7,13,0.737,0
3,2-4-5-13-14-19-20,2-4-5-13-14-19-20,1-2-3-4-5-8-10-13-14-15-17-19-20,7,13,0.731,0
3,2-4-5-13-14-19-21,2-4-5-13-14-19-21,1-2-3-4-5-8-10-13-14-15-17-19-21,7,13,0.571,0
3,2-4-5-13-14-20-21,2-4-5-13-14-20-21,1-2-3-4-5-8-10-13-14-15-17-20-21,7,13,0.845,0
3,2-4-5-13-16-18-19,2-4-5-13-16-18-19,1-2-3-4-5-8-10-13-15-16-17-18-19,7,13,0.581,0
3,2-4-5-13-16-18-20,2-4-5-13-16-18-20,1-2-3-4-5-8-10-13-15-16-17-18-20,7,13,0.616,0
3,2-4-5-13-16-18-21,2-4-5-13-16-18-21,1-2-3-4-5-8-10-13-15-16-17-18-21,7,13,0.581,0
3,2-4-5-13-16-19-20,2-4-5-13-16-19-20,1-2-3-4-5-8-10-13-15-16-17-19-20,7,13,0.714,0
3,2-4-5-13-16-19-21,2-4-5-13-16-19-21,1-2-3-4-5-8-10-13-15-16-17-19-21,7,13,0.65,0
3,2-4-5-13-16-20-21,2-4-5-13-16-20-21,1-2-3-4-5-8-10-13-15-16-17-20-21,7,13,0.675,0
3,2-4-5-13-18-19-20,2-4-5-13-18-19-20,1-2-3-4-5-8-10-13-15-17-18-19-20,7,13,0.708,0
3,2-4-5-13-18-19-21,2-4-5-13-18-19-21,1-2-3-4-5-8-10-13-15-17-18-19-21,7,13,0.737,0
3,2-4-5-13-18-20-21,2-4-5-13-18-20-21,1-2-3-4-5-8-10-13-15-17-18-20-21,7,13,0.556,0
3,2-4-5-13-19-20-21,2-4-5-13-19-20-21,1-2-3-4-5-8-10-13-15-17-19-20-21,7,13,0.709,0
3,2-4-5-14-16-18-19,2-4-5-14-16-18-19,1-2-3-4-5-8-10-14-15-16-17-18-19,7,13,0.733,0
3,2-4-5-14-16-18-20,2-4-5-14-16-18-20,1-2-3-4-5-8-10-14-15-16-17-18-20,7,13,0.598,0
3,2-4-5-14-16-18-21,2-4-5-14-16-18-21,1-2-3-4-5-8-10-14-15-16-17-18-21,7,13,0.733,0
3,2-4-5-14-16-19-20,2-4-5-14-16-19-20,1-2-3-4-5-8-10-14-15-16-17-19-20,7,13,0.756,0
3,2-4-5-14-16-19-21,2-4-5-14-16-19-21,1-2-3-4-5-8-10-14-15-16-17-19-21,7,13,0.719,0
3,2-4-5-14-16-20-21,2-4-5-14-16-20-21,1-2-3-4-5-8-10-14-15-16-17-20-21,7,13,0.612,0
3,2-4-5-14-18-19-20,2-4-5-14-18-19-20,1-2-3-4-5-8-10-14-15-17-18-19-20,7,13,0.587,0
3,2-4-5-14-18-19-21,2-4-5-14-18-19-21,1-2-3-4-5-8-10-14-15-17-18-19-21,7,13,0.744,0
3,2-4-5-14-18-20-21,2-4-5-14-18-20-21,1-2-3-4-5-8-10-14-15-17-18-20-21,7,13,0.698,0
3,2-4-5-14-19-20-21,2-4-5-14-19-20-21,1-2-3-4-5-8-10-14-15-17-19-20-21,7,13,0.66,0
3,2-4-5-16-18-19-20,2-4-5-16-18-19-20,1-2-3-4-5-8-10-15-16-17-18-19-20,7,13,0.603,0
3,2-4-5-16-18-19-21,2-4-5-16-18-19-21,1-2-3-4-5-8-10-15-16-17-18-19-21,7,13,0.53,0
3,2-4-5-16-18-20-21,2-4-5-16-18-20-21,1-2-3-4-5-8-10-15-16-17-18-20-21,7,13,0.603,0
3,2-4-5-16-19-20-21,2-4-5-16-19-20-21,1-2-3-4-5-8-10-15-16-17-19-20-21,7,13,0.725,0
3,2-4-5-18-19-20-21,2-4-5-18-19-20-21,1-2-3-4-5-8-10-15-17-18-19-20-21,7,13,0.698,0
3,2-4-5-6-11-12-13,2-4-5-6-11-12-13,1-2-3-4-5-6-8-10-11-12-13-15-17,7,13,0.7,0
3,2-4-5-6-11-12-14,2-4-5-6-11-12-14,1-2-3-4-5-6-8-10-11-12-14-15-17,7,13,0.699,0
3,2-4-5-6-11-12-16,2-4-5-6-11-12-16,1-2-3-4-5-6-8-10-11-12-15-16-17,7,13,0.611,0
3,2-4-5-6-11-12-18,2-4-5-6-11-12-18,1-2-3-4-5-6-8-10-11-12-15-17-18,7,13,0.718,0
3,2-4-5-6-11-12-19,2-4-5-6-11-12-19,1-2-3-4-5-6-8-10-11-12-15-17-19,7,13,0.699,0
3,2-4-5-6-11-12-20,2-4-5-6-11-12-20,1-2-3-4-5-6-8-10-11-12-15-17-20,7,13,0.619,0
3,2-4-5-6-11-12-21,2-4-5-6-11-12-21,1-2-3-4-5-6-8-10-11-12-15-17-21,7,13,0.699,0
3,2-4-5-6-11-13-14,2-4-5-6-11-13-14,1-2-3-4-5-6-8-10-11-13-14-15-17,7,13,0.734,0
3,2-4-5-6-11-13-16,2-4-5-6-11-13-16,1-2-3-4-5-6-8-10-11-13-15-16-17,7,13,0.635,0
3,2-4-5-6-11-13-18,2-4-5-6-11-13-18,1-2-3-4-5-6-8-10-11-13-15-17-18,7,13,0.638,0
3,2-4-5-6-11-13-19,2-4-5-6-11-13-19,1-2-3-4-5-6-8-10-11-13-15-17-19,7,13,0.734,0
3,2-4-5-6-11-13-20,2-4-5-6-11-13-20,1-2-3-4-5-6-8-10-11-13-15-17-20,7,13,0.65,0
3,2-4-5-6-11-13-21,2-4-5-6-11-13-21,1-2-3-4-5-6-8-10-11-13-15-17-21,7,13,0.734,0
3,2-4-5-6-11-14-16,2-4-5-6-11-14-16,1-2-3-4-5-6-8-10-11-14-15-16-17,7,13,0.611,0
3,2-4-5-6-11-14-18,2-4-5-6-11-14-18,1-2-3-4-5-6-8-10-11-14-15-17-18,7,13,0.718,0
3,2-4-5-6-11-14-19,2-4-5-6-11-14-19,1-2-3-4-5-6-8-10-11-14-15-17-19,7,13,0.699,0
3,2-4-5-6-11-14-20,2-4-5-6-11-14-20,1-2-3-4-5-6-8-10-11-14-15-17-20,7,13,0.619,0
3,2-4-5-6-11-14-21,2-4-5-6-11-14-21,1-2-3-4-5-6-8-10-11-14-15-17-21,7,13,0.699,0
3,2-4-5-6-11-16-18,2-4-5-6-11-16-18,1-2-3-4-5-6-8-10-11-15-16-17-18,7,13,0.58,0
3,2-4-5-6-11-16-19,2-4-5-6-11-16-19,1-2-3-4-5-6-8-10-11-15-16-17-19,7,13,0.723,0
3,2-4-5-6-11-16-20,2-4-5-6-11-16-20,1-2-3-4-5-6-8-10-11-15-16-17-20,7,13,0.587,0
3,2-4-5-6-11-16-21,2-4-5-6-11-16-21,1-2-3-4-5-6-8-10-11-15-16-17-21,7,13,0.723,0
3,2-4-5-6-11-18-19,2-4-5-6-11-18-19,1-2-3-4-5-6-8-10-11-15-17-18-19,7,13,0.718,0
3,2-4-5-6-11-18-20,2-4-5-6-11-18-20,1-2-3-4-5-6-8-10-11-15-17-18-20,7,13,0.63,0
3,2-4-5-6-11-18-21,2-4-5-6-11-18-21,1-2-3-4-5-6-8-10-11-15-17-18-21,7,13,0.718,0
3,2-4-5-6-11-19-20,2-4-5-6-11-19-20,1-2-3-4-5-6-8-10-11-15-17-19-20,7,13,0.709,0
3,2-4-5-6-11-19-21,2-4-5-6-11-19-21,1-2-3-4-5-6-8-10-11-15-17-19-21,7,13,0.699,0
3,2-4-5-6-11-20-21,2-4-5-6-11-20-21,1-2-3-4-5-6-8-10-11-15-17-20-21,7,13,0.619,0
3,2-4-5-6-12-13-14,2-4-5-6-12-13-14,1-2-3-4-5-6-8-10-12-13-14-15-17,7,13,0.696,0
3,2-4-5-6-12-13-16,2-4-5-6-12-13-16,1-2-3-4-5-6-8-10-12-13-15-16-17,7,13,0.789,0
3,2-4-5-6-12-13-18,2-4-5-6-12-13-18,1-2-3-4-5-6-8-10-12-13-15-17-18,7,13,0.655,0
3,2-4-5-6-12-13-19,2-4-5-6-12-13-19,1-2-3-4-5-6-8-10-12-13-15-17-19,7,13,0.696,0
3,2-4-5-6-12-13-20,2-4-5-6-12-13-20,1-2-3-4-5-6-8-10-12-13-15-17-20,7,13,0.741,0
3,2-4-5-6-12-13-21,2-4-5-6-12-13-21,1-2-3-4-5-6-8-10-12-13-15-17-21,7,13,0.696,0
3,2-4-5-6-12-14-16,2-4-5-6-12-14-16,1-2-3-4-5-6-8-10-12-14-15-16-17,7,13,0.675,0
3,2-4-5-6-12-14-18,2-4-5-6-12-14-18,1-2-3-4-5-6-8-10-12-14-15-17-18,7,13,0.698,0
3,2-4-5-6-12-14-19,2-4-5-6-12-14-19,1-2-3-4-5-6-8-10-12-14-15-17-19,7,13,0.842,0
3,2-4-5-6-12-14-20,2-4-5-6-12-14-20,1-2-3-4-5-6-8-10-12-14-15-17-20,7,13,0.68,0
3,2-4-5-6-12-14-21,2-4-5-6-12-14-21,1-2-3-4-5-6-8-10-12-14-15-17-21,7,13,0.842,0
3,2-4-5-6-12-16-18,2-4-5-6-12-16-18,1-2-3-4-5-6-8-10-12-15-16-17-18,7,13,0.598,0
3,2-4-5-6-12-16-19,2-4-5-6-12-16-19,1-2-3-4-5-6-8-10-12-15-16-17-19,7,13,0.612,0
3,2-4-5-6-12-16-20,2-4-5-6-12-16-20,1-2-3-4-5-6-8-10-12-15-16-17-20,7,13,0.562,0
3,2-4-5-6-12-16-21,2-4-5-6-12-16-21,1-2-3-4-5-6-8-10-12-15-16-17-21,7,13,0.612,0
3,2-4-5-6-12-18-19,2-4-5-6-12-18-19,1-2-3-4-5-6-8-10-12-15-17-18-19,7,13,0.698,0
3,2-4-5-6-12-18-20,2-4-5-6-12-18-20,1-2-3-4-5-6-8-10-12-15-17-18-20,7,13,0.767,0
