r,gate_index_1based,gate_name,group,gate_subtype,owen_value,full_accuracy,empty_active_accuracy,data_index
1,1,H,passive,,,0.887,0.5,1
1,2,P,M,local_P,0.07424999999999998,0.887,0.5,1
1,3,H,passive,,,0.887,0.5,1
1,4,P,M,local_P,0.09324999999999997,0.887,0.5,1
1,5,CX,E,,0.086,0.887,0.5,1
1,6,P,X,cross_P,0.13350000000000004,0.887,0.5,1
1,7,CX,E,,0.0,0.887,0.5,1
