r,coalition_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index,convention,svc_c,train_path,test_path,train_shape,test_shape,feature_columns,label_column,train_sha256,test_sha256
1,2-4-5-6-7,2-4-5-6-7,1-2-3-4-5-6-7,5,7,0.887,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
1,empty,,1-3,0,2,0.5,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
1,2,2,1-2-3,1,3,0.535,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
1,2-4,2-4,1-2-3-4,2,4,0.593,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
1,2-4-5,2-4-5,1-2-3-4-5,3,5,0.593,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
1,2-4-5-6,2-4-5-6,1-2-3-4-5-6,4,6,0.887,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
1,2-4-5-7,2-4-5-7,1-2-3-4-5-7,4,6,0.593,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
1,2-4-6,2-4-6,1-2-3-4-6,3,5,0.629,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
1,2-4-6-7,2-4-6-7,1-2-3-4-6-7,4,6,0.629,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
1,2-4-7,2-4-7,1-2-3-4-7,3,5,0.593,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
