r,group,n_gates,gate_indices,group_owen_value,full_accuracy,empty_active_accuracy,data_index
2,E,4,5-7-12-14,0.07966666666666668,0.986,0.5,0
2,M,4,2-4-9-11,0.21816666666666665,0.986,0.5,0
2,X,2,6-13,0.18816666666666665,0.986,0.5,0
