r,coalition_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index,convention,svc_c
2,2-4-5-6-7-9-11-12-13-14,2-4-5-6-7-9-11-12-13-14,1-2-3-4-5-6-7-8-9-10-11-12-13-14,10,14,0.986,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,empty,,1-3-8-10,0,4,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2,2,1-2-3-8-10,1,5,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4,2-4,1-2-3-4-8-10,2,6,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-9-11-12-13,2-4-5-6-7-9-11-12-13,1-2-3-4-5-6-7-8-9-10-11-12-13,9,13,0.986,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-9-11-12-14,2-4-5-6-7-9-11-12-14,1-2-3-4-5-6-7-8-9-10-11-12-14,9,13,0.711,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-9-11-13,2-4-5-6-7-9-11-13,1-2-3-4-5-6-7-8-9-10-11-13,8,12,0.716,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-9-11-13-14,2-4-5-6-7-9-11-13-14,1-2-3-4-5-6-7-8-9-10-11-13-14,9,13,0.716,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-9-12-13-14,2-4-5-6-7-9-12-13-14,1-2-3-4-5-6-7-8-9-10-12-13-14,9,13,0.948,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-11-12-13-14,2-4-5-6-7-11-12-13-14,1-2-3-4-5-6-7-8-10-11-12-13-14,9,13,0.835,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-7-12-13-14,2-4-5-6-7-12-13-14,1-2-3-4-5-6-7-8-10-12-13-14,8,12,0.83,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-9-11-12-13,2-4-5-6-9-11-12-13,1-2-3-4-5-6-8-9-10-11-12-13,8,12,0.892,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-9-11-12-13-14,2-4-5-6-9-11-12-13-14,1-2-3-4-5-6-8-9-10-11-12-13-14,9,13,0.892,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-9-11-13,2-4-5-6-9-11-13,1-2-3-4-5-6-8-9-10-11-13,7,11,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-6-9-11-13-14,2-4-5-6-9-11-13-14,1-2-3-4-5-6-8-9-10-11-13-14,8,12,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-7-9-11,2-4-5-7-9-11,1-2-3-4-5-7-8-9-10-11,6,10,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-7-9-11-12,2-4-5-7-9-11-12,1-2-3-4-5-7-8-9-10-11-12,7,11,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-7-9-11-12-13-14,2-4-5-7-9-11-12-13-14,1-2-3-4-5-7-8-9-10-11-12-13-14,9,13,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-7-9-11-12-14,2-4-5-7-9-11-12-14,1-2-3-4-5-7-8-9-10-11-12-14,8,12,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-7-9-11-14,2-4-5-7-9-11-14,1-2-3-4-5-7-8-9-10-11-14,7,11,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-7-9-12-14,2-4-5-7-9-12-14,1-2-3-4-5-7-8-9-10-12-14,7,11,0.659,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-7-11-12-14,2-4-5-7-11-12-14,1-2-3-4-5-7-8-10-11-12-14,7,11,0.618,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-7-12-14,2-4-5-7-12-14,1-2-3-4-5-7-8-10-12-14,6,10,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-9-11,2-4-5-9-11,1-2-3-4-5-8-9-10-11,5,9,0.65,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-9-11-12,2-4-5-9-11-12,1-2-3-4-5-8-9-10-11-12,6,10,0.65,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-9-11-12-14,2-4-5-9-11-12-14,1-2-3-4-5-8-9-10-11-12-14,7,11,0.65,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5-9-11-14,2-4-5-9-11-14,1-2-3-4-5-8-9-10-11-14,6,10,0.65,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-7-9-11-12-13,2-4-6-7-9-11-12-13,1-2-3-4-6-7-8-9-10-11-12-13,8,12,0.634,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-7-9-11-12-13-14,2-4-6-7-9-11-12-13-14,1-2-3-4-6-7-8-9-10-11-12-13-14,9,13,0.634,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-7-9-11-13,2-4-6-7-9-11-13,1-2-3-4-6-7-8-9-10-11-13,7,11,0.718,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-7-9-11-13-14,2-4-6-7-9-11-13-14,1-2-3-4-6-7-8-9-10-11-13-14,8,12,0.718,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-9-11,2-4-6-9-11,1-2-3-4-6-8-9-10-11,5,9,0.717,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-9-11-12-13,2-4-6-9-11-12-13,1-2-3-4-6-8-9-10-11-12-13,7,11,0.585,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-9-11-12-13-14,2-4-6-9-11-12-13-14,1-2-3-4-6-8-9-10-11-12-13-14,8,12,0.585,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-9-11-13,2-4-6-9-11-13,1-2-3-4-6-8-9-10-11-13,6,10,0.708,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-9-11-13-14,2-4-6-9-11-13-14,1-2-3-4-6-8-9-10-11-13-14,7,11,0.708,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-9-13,2-4-6-9-13,1-2-3-4-6-8-9-10-13,5,9,0.691,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-11-13,2-4-6-11-13,1-2-3-4-6-8-10-11-13,5,9,0.6,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6-13,2-4-6-13,1-2-3-4-6-8-10-13,4,8,0.684,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-7-9-11,2-4-7-9-11,1-2-3-4-7-8-9-10-11,5,9,0.65,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-7-9-11-12,2-4-7-9-11-12,1-2-3-4-7-8-9-10-11-12,6,10,0.65,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-7-9-11-12-14,2-4-7-9-11-12-14,1-2-3-4-7-8-9-10-11-12-14,7,11,0.65,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-7-9-11-14,2-4-7-9-11-14,1-2-3-4-7-8-9-10-11-14,6,10,0.65,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-9,2-4-9,1-2-3-4-8-9-10,3,7,0.659,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-9-11,2-4-9-11,1-2-3-4-8-9-10-11,4,8,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-9-11-12,2-4-9-11-12,1-2-3-4-8-9-10-11-12,5,9,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-9-11-12-14,2-4-9-11-12-14,1-2-3-4-8-9-10-11-12-14,6,10,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-9-11-13,2-4-9-11-13,1-2-3-4-8-9-10-11-13,5,9,0.649,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-9-11-14,2-4-9-11-14,1-2-3-4-8-9-10-11-14,5,9,0.616,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-11,2-4-11,1-2-3-4-8-10-11,3,7,0.618,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-9-11-12-13-14,2-5-6-7-9-11-12-13-14,1-2-3-5-6-7-8-9-10-11-12-13-14,9,13,0.846,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-9-12-13-14,2-5-6-7-9-12-13-14,1-2-3-5-6-7-8-9-10-12-13-14,8,12,0.681,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-11-12-13-14,2-5-6-7-11-12-13-14,1-2-3-5-6-7-8-10-11-12-13-14,8,12,0.745,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6-7-12-13-14,2-5-6-7-12-13-14,1-2-3-5-6-7-8-10-12-13-14,7,11,0.569,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-9-11-12-14,2-5-7-9-11-12-14,1-2-3-5-7-8-9-10-11-12-14,7,11,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-9-12-14,2-5-7-9-12-14,1-2-3-5-7-8-9-10-12-14,6,10,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-11-12-14,2-5-7-11-12-14,1-2-3-5-7-8-10-11-12-14,6,10,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7-12-14,2-5-7-12-14,1-2-3-5-7-8-10-12-14,5,9,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-9-11-13,2-6-9-11-13,1-2-3-6-8-9-10-11-13,5,9,0.657,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-9-13,2-6-9-13,1-2-3-6-8-9-10-13,4,8,0.717,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-11-13,2-6-11-13,1-2-3-6-8-10-11-13,4,8,0.653,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-13,2-6-13,1-2-3-6-8-10-13,3,7,0.603,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-9,2-9,1-2-3-8-9-10,2,6,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-9-11,2-9-11,1-2-3-8-9-10-11,3,7,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-11,2-11,1-2-3-8-10-11,2,6,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4,4,1-3-4-8-10,1,5,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-9-11-12-13-14,4-5-6-7-9-11-12-13-14,1-3-4-5-6-7-8-9-10-11-12-13-14,9,13,0.699,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-9-12-13-14,4-5-6-7-9-12-13-14,1-3-4-5-6-7-8-9-10-12-13-14,8,12,0.731,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-11-12-13-14,4-5-6-7-11-12-13-14,1-3-4-5-6-7-8-10-11-12-13-14,8,12,0.676,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-6-7-12-13-14,4-5-6-7-12-13-14,1-3-4-5-6-7-8-10-12-13-14,7,11,0.631,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-9-11-12-14,4-5-7-9-11-12-14,1-3-4-5-7-8-9-10-11-12-14,7,11,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-9-12-14,4-5-7-9-12-14,1-3-4-5-7-8-9-10-12-14,6,10,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-11-12-14,4-5-7-11-12-14,1-3-4-5-7-8-10-11-12-14,6,10,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5-7-12-14,4-5-7-12-14,1-3-4-5-7-8-10-12-14,5,9,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-9-11-13,4-6-9-11-13,1-3-4-6-8-9-10-11-13,5,9,0.669,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-9-13,4-6-9-13,1-3-4-6-8-9-10-13,4,8,0.651,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-11-13,4-6-11-13,1-3-4-6-8-10-11-13,4,8,0.669,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-13,4-6-13,1-3-4-6-8-10-13,3,7,0.651,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-9,4-9,1-3-4-8-9-10,2,6,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-9-11,4-9-11,1-3-4-8-9-10-11,3,7,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-11,4-11,1-3-4-8-10-11,2,6,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5,5,1-3-5-8-10,1,5,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-9-11-12-13-14,5-6-7-9-11-12-13-14,1-3-5-6-7-8-9-10-11-12-13-14,8,12,0.552,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-9-12-13-14,5-6-7-9-12-13-14,1-3-5-6-7-8-9-10-12-13-14,7,11,0.529,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-11-12-13-14,5-6-7-11-12-13-14,1-3-5-6-7-8-10-11-12-13-14,7,11,0.624,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-12-13,5-6-7-12-13,1-3-5-6-7-8-10-12-13,5,9,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-12-13-14,5-6-7-12-13-14,1-3-5-6-7-8-10-12-13-14,6,10,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-12-14,5-6-7-12-14,1-3-5-6-7-8-10-12-14,5,9,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-13,5-6-7-13,1-3-5-6-7-8-10-13,4,8,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-13-14,5-6-7-13-14,1-3-5-6-7-8-10-13-14,5,9,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-12-13,5-6-12-13,1-3-5-6-8-10-12-13,4,8,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-12-13-14,5-6-12-13-14,1-3-5-6-8-10-12-13-14,5,9,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-13,5-6-13,1-3-5-6-8-10-13,3,7,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-13-14,5-6-13-14,1-3-5-6-8-10-13-14,4,8,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7,5-7,1-3-5-7-8-10,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-9-11-12-14,5-7-9-11-12-14,1-3-5-7-8-9-10-11-12-14,6,10,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-9-12-14,5-7-9-12-14,1-3-5-7-8-9-10-12-14,5,9,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-11-12-14,5-7-11-12-14,1-3-5-7-8-10-11-12-14,5,9,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-12,5-7-12,1-3-5-7-8-10-12,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-12-13-14,5-7-12-13-14,1-3-5-7-8-10-12-13-14,5,9,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-12-14,5-7-12-14,1-3-5-7-8-10-12-14,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-14,5-7-14,1-3-5-7-8-10-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-12,5-12,1-3-5-8-10-12,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-12-14,5-12-14,1-3-5-8-10-12-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-14,5-14,1-3-5-8-10-14,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6,6,1-3-6-8-10,1,5,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-12-13,6-7-12-13,1-3-6-7-8-10-12-13,4,8,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-12-13-14,6-7-12-13-14,1-3-6-7-8-10-12-13-14,5,9,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-13,6-7-13,1-3-6-7-8-10-13,3,7,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-13-14,6-7-13-14,1-3-6-7-8-10-13-14,4,8,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-9-11-13,6-9-11-13,1-3-6-8-9-10-11-13,4,8,0.532,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-9-13,6-9-13,1-3-6-8-9-10-13,3,7,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-11-13,6-11-13,1-3-6-8-10-11-13,3,7,0.532,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-12-13,6-12-13,1-3-6-8-10-12-13,3,7,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-12-13-14,6-12-13-14,1-3-6-8-10-12-13-14,4,8,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-13,6-13,1-3-6-8-10-13,2,6,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-13-14,6-13-14,1-3-6-8-10-13-14,3,7,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7,7,1-3-7-8-10,1,5,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-12,7-12,1-3-7-8-10-12,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-12-14,7-12-14,1-3-7-8-10-12-14,3,7,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-14,7-14,1-3-7-8-10-14,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,9,9,1-3-8-9-10,1,5,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,9-11,9-11,1-3-8-9-10-11,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,11,11,1-3-8-10-11,1,5,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,12,12,1-3-8-10-12,1,5,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,12-14,12-14,1-3-8-10-12-14,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,13,13,1-3-8-10-13,1,5,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,14,14,1-3-8-10-14,1,5,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5,2-5,1-2-3-5-8-10,2,6,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6,2-6,1-2-3-6-8-10,2,6,0.551,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7,2-7,1-2-3-7-8-10,2,6,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-12,2-12,1-2-3-8-10-12,2,6,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-13,2-13,1-2-3-8-10-13,2,6,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-14,2-14,1-2-3-8-10-14,2,6,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-5,4-5,1-3-4-5-8-10,2,6,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6,4-6,1-3-4-6-8-10,2,6,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7,4-7,1-3-4-7-8-10,2,6,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-12,4-12,1-3-4-8-10-12,2,6,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-13,4-13,1-3-4-8-10-13,2,6,0.58,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-14,4-14,1-3-4-8-10-14,2,6,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6,5-6,1-3-5-6-8-10,2,6,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-9,5-9,1-3-5-8-9-10,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-11,5-11,1-3-5-8-10-11,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-13,5-13,1-3-5-8-10-13,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7,6-7,1-3-6-7-8-10,2,6,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-9,6-9,1-3-6-8-9-10,2,6,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-11,6-11,1-3-6-8-10-11,2,6,0.624,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-12,6-12,1-3-6-8-10-12,2,6,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-14,6-14,1-3-6-8-10-14,2,6,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-9,7-9,1-3-7-8-9-10,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-11,7-11,1-3-7-8-10-11,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,7-13,7-13,1-3-7-8-10-13,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,9-12,9-12,1-3-8-9-10-12,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,9-13,9-13,1-3-8-9-10-13,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,9-14,9-14,1-3-8-9-10-14,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,11-12,11-12,1-3-8-10-11-12,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,11-13,11-13,1-3-8-10-11-13,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,11-14,11-14,1-3-8-10-11-14,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,12-13,12-13,1-3-8-10-12-13,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,13-14,13-14,1-3-8-10-13-14,2,6,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-5,2-4-5,1-2-3-4-5-8-10,3,7,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-6,2-4-6,1-2-3-4-6-8-10,3,7,0.636,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-7,2-4-7,1-2-3-4-7-8-10,3,7,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-12,2-4-12,1-2-3-4-8-10-12,3,7,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-13,2-4-13,1-2-3-4-8-10-13,3,7,0.571,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-4-14,2-4-14,1-2-3-4-8-10-14,3,7,0.74,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-6,2-5-6,1-2-3-5-6-8-10,3,7,0.551,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-7,2-5-7,1-2-3-5-7-8-10,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-9,2-5-9,1-2-3-5-8-9-10,3,7,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-11,2-5-11,1-2-3-5-8-10-11,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-12,2-5-12,1-2-3-5-8-10-12,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-13,2-5-13,1-2-3-5-8-10-13,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-5-14,2-5-14,1-2-3-5-8-10-14,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-7,2-6-7,1-2-3-6-7-8-10,3,7,0.551,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-9,2-6-9,1-2-3-6-8-9-10,3,7,0.603,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-11,2-6-11,1-2-3-6-8-10-11,3,7,0.658,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-12,2-6-12,1-2-3-6-8-10-12,3,7,0.551,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-6-14,2-6-14,1-2-3-6-8-10-14,3,7,0.551,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-9,2-7-9,1-2-3-7-8-9-10,3,7,0.706,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-11,2-7-11,1-2-3-7-8-10-11,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-12,2-7-12,1-2-3-7-8-10-12,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,2-7-13,2-7-13,1-2-3-7-8-10-13,3,7,0.531,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
