benchmark_id,family_role,value_function,random_index,random_seed,active_gates_json,locked_gates_json,original_group_sizes_json,random_partition_json,group_totals_json,dominance_abs,dominance_norm,top_group,bottom_group,top_drop,bottom_drop,faithfulness_gap,faithfulness_ratio,share_E,share_M,share_X,resource_alignment,expected_group_label,expected_group_gates_json,expected_drop,expected_drop_norm,expected_metric_skip_reason
M1,magic_axis,magic,10,1802651552,"[0,3,4,5,6,7]","[1,2]","{""E"":1,""M"":3,""X"":2}","{""E"":[3],""M"":[0,5,6],""X"":[4,7]}","{""E"":0.0,""M"":0.11987191785897931,""X"":0.0009250348187090918}",0.11987191785897931,0.992342233813053,M,E,0.12079695267768886,0.0,0.12079695267768886,120796952677.68886,0.0,0.992342233813053,0.007657766178668602,0.9999999999917216,M+X,"[0,4,5,6,7]",0.12079695267768842,0.9999999999917143,
M1,magic_axis,magic,11,714712467,"[0,3,4,5,6,7]","[1,2]","{""E"":1,""M"":3,""X"":2}","{""E"":[0],""M"":[3,4,6],""X"":[5,7]}","{""E"":0.019197140629221766,""M"":0.014935931232939273,""X"":0.08666388081552738}",0.0717279495825881,0.5937893961065351,X,M,0.08666388081552756,0.029871862465878474,0.05679201834964909,2.9011877284725496,0.15892073602456544,0.1236449339303105,0.7174343300368456,0.8410792639671562,M+X,"[3,4,5,6,7]",0.11653574328140648,0.9647241978974641,
M1,magic_axis,magic,12,1218704077,"[0,3,4,5,6,7]","[1,2]","{""E"":1,""M"":3,""X"":2}","{""E"":[6],""M"":[0,4,5],""X"":[3,7]}","{""E"":0.014935931232939459,""M"":0.10493598662603965,""X"":0.0009250348187093138}",0.10401095180733033,0.8610395337040687,M,X,0.12079695267768797,0.0018500696374186276,0.11894688304026935,65.29319230433987,0.12364493393031203,0.8686972998827391,0.00765776617867044,0.8763550660614096,M+X,"[0,3,4,5,7]",0.12079695267768842,0.9999999999917143,
M1,magic_axis,magic,13,1284858263,"[0,3,4,5,6,7]","[1,2]","{""E"":1,""M"":3,""X"":2}","{""E"":[3],""M"":[5,6,7],""X"":[0,4]}","{""E"":0.0,""M"":0.10159981204846669,""X"":0.019197140629221728}",0.10159981204846669,0.8410792639671565,M,E,0.11653574328140648,0.0,0.11653574328140648,116535743281.40648,0.0,0.8410792639671565,0.15892073602456513,0.9999999999917216,M+X,"[0,4,5,6,7]",0.12079695267768842,0.9999999999917143,
M1,magic_axis,magic,14,457721135,"[0,3,4,5,6,7]","[1,2]","{""E"":1,""M"":3,""X"":2}","{""E"":[5],""M"":[0,3,7],""X"":[4,6]}","{""E"":0.08573884599681765,""M"":0.02012217544793145,""X"":0.01493593123293931}",0.07080291476387834,0.586131629927861,E,X,0.08666388081552667,0.029871862465878474,0.0567920183496482,2.90118772847252,0.7097765638581718,0.16657850220323894,0.1236449339303108,0.29022343613354973,M+X,"[0,3,4,6,7]",0.03598314149957993,0.2978812023122168,
M1,magic_axis,magic,15,401008609,"[0,3,4,5,6,7]","[1,2]","{""E"":1,""M"":3,""X"":2}","{""E"":[4],""M"":[0,5,7],""X"":[3,6]}","{""E"":0.0,""M"":0.10586102144474917,""X"":0.014935931232939237}",0.10586102144474917,0.8763550660614114,M,E,0.12079695267768842,0.0,0.12079695267768842,120796952677.68842,0.0,0.8763550660614114,0.1236449339303102,0.9999999999917216,M+X,"[0,3,5,6,7]",0.12079695267768842,0.9999999999917143,
M1,magic_axis,magic,16,492064534,"[0,3,4,5,6,7]","[1,2]","{""E"":1,""M"":3,""X"":2}","{""E"":[3],""M"":[4,5,6],""X"":[0,7]}","{""E"":0.0,""M"":0.10067477722975704,""X"":0.02012217544793138}",0.10067477722975704,0.8334214977884833,M,E,0.11653574328140603,0.0,0.11653574328140603,116535743281.40604,0.0,0.8334214977884833,0.16657850220323836,0.9999999999917216,M+X,"[0,4,5,6,7]",0.12079695267768842,0.9999999999917143,
M1,magic_axis,magic,17,1444732602,"[0,3,4,5,6,7]","[1,2]","{""E"":1,""M"":3,""X"":2}","{""E"":[6],""M"":[3,4,5],""X"":[0,7]}","{""E"":0.01493593123293931,""M"":0.08573884599681765,""X"":0.02012217544793145}",0.07080291476387834,0.586131629927861,M,E,0.08666388081552667,0.029871862465878474,0.0567920183496482,2.90118772847252,0.1236449339303108,0.7097765638581718,0.16657850220323894,0.8763550660614108,M+X,"[0,3,4,5,7]",0.12079695267768842,0.9999999999917143,
M1,magic_axis,magic,18,1317426686,"[0,3,4,5,6,7]","[1,2]","{""E"":1,""M"":3,""X"":2}","{""E"":[6],""M"":[4,5,7],""X"":[0,3]}","{""E"":0.014935931232939272,""M"":0.08666388081552737,""X"":0.019197140629221766}",0.0717279495825881,0.5937893961065352,M,E,0.08666388081552756,0.029871862465878474,0.05679201834964909,2.9011877284725496,0.1236449339303105,0.7174343300368456,0.15892073602456547,0.8763550660614111,M+X,"[0,3,4,5,7]",0.12079695267768842,0.9999999999917143,
M1,magic_axis,magic,19,2022506251,"[0,3,4,5,6,7]","[1,2]","{""E"":1,""M"":3,""X"":2}","{""E"":[5],""M"":[0,3,4],""X"":[6,7]}","{""E"":0.08573884599681761,""M"":0.019197140629221766,""X"":0.015860966051649033}",0.06987787994516857,0.5784738637491869,E,X,0.08666388081552667,0.031721932103297545,0.05494194871222913,2.7319862021829953,0.7097765638581716,0.15892073602456547,0.13130270010898465,0.2902234361335501,M+X,"[0,3,4,6,7]",0.03598314149957993,0.2978812023122168,
