r,group,n_gates,gate_indices,group_owen_value,full_accuracy,empty_active_accuracy,data_index
2,E,4,5-7-12-14,0.07449999999999998,1.0,0.5,4
2,M,4,2-4-9-11,0.18049999999999997,1.0,0.5,4
2,X,2,6-13,0.24500000000000002,1.0,0.5,4
