r,gate_index_1based,gate_name,group,gate_subtype,owen_value,full_accuracy,empty_active_accuracy,data_index
1,1,H,passive,,,0.715,0.5,4
1,2,P,M,local_P,0.02158333333333333,0.715,0.5,4
1,3,H,passive,,,0.715,0.5,4
1,4,P,M,local_P,0.09408333333333334,0.715,0.5,4
1,5,CX,E,,0.020666666666666646,0.715,0.5,4
1,6,P,X,cross_P,0.07866666666666663,0.715,0.5,4
1,7,CX,E,,0.0,0.715,0.5,4
