r,coalition_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index,convention,svc_c,train_path,test_path,train_shape,test_shape,feature_columns,label_column,train_sha256,test_sha256
2,2-4-5-6-7-9-11-12-13-14,2-4-5-6-7-9-11-12-13-14,1-2-3-4-5-6-7-8-9-10-11-12-13-14,10,14,0.999,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
2,empty,,1-3-8-10,0,4,0.5,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
2,2,2,1-2-3-8-10,1,5,0.535,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
2,2-4,2-4,1-2-3-4-8-10,2,6,0.593,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
2,2-4-5-6-7-9-11-12-13,2-4-5-6-7-9-11-12-13,1-2-3-4-5-6-7-8-9-10-11-12-13,9,13,0.999,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
2,2-4-5-6-7-9-11-12-14,2-4-5-6-7-9-11-12-14,1-2-3-4-5-6-7-8-9-10-11-12-14,9,13,0.826,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
2,2-4-5-6-7-9-11-13,2-4-5-6-7-9-11-13,1-2-3-4-5-6-7-8-9-10-11-13,8,12,0.9,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
2,2-4-5-6-7-9-11-13-14,2-4-5-6-7-9-11-13-14,1-2-3-4-5-6-7-8-9-10-11-13-14,9,13,0.9,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
2,2-4-5-6-7-9-12-13-14,2-4-5-6-7-9-12-13-14,1-2-3-4-5-6-7-8-9-10-12-13-14,9,13,0.875,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
2,2-4-5-6-7-11-12-13-14,2-4-5-6-7-11-12-13-14,1-2-3-4-5-6-7-8-10-11-12-13-14,9,13,0.964,1,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0,data/qsvm-traindata-1.csv,data/qsvm-testdata-1.csv,40x2,1000x2,x0|x1,y,285ecc271f0ac1c0b96ff0d37185198d41209d67d4422e8a623c545919c24865,bf77d000df160b426c3bebc9184cef0342d37409c49bd71be43b1371b77ebdc2
