r,gate_index_1based,gate_name,group,gate_subtype,owen_value,full_accuracy,empty_active_accuracy,data_index
1,1,H,passive,,,0.684,0.5,2
1,2,P,M,local_P,0.0025000000000000005,0.684,0.5,2
1,3,H,passive,,,0.684,0.5,2
1,4,P,M,local_P,0.16449999999999998,0.684,0.5,2
1,5,CX,E,,0.029000000000000026,0.684,0.5,2
1,6,P,X,cross_P,-0.011999999999999983,0.684,0.5,2
1,7,CX,E,,0.0,0.684,0.5,2
