r,coalition_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index
3,2-4-7-9-11-12-16-18-19,2-4-7-9-11-12-16-18-19,1-2-3-4-7-8-9-10-11-12-15-16-17-18-19,9,15,0.726,0
3,2-4-7-9-11-12-16-18-19-21,2-4-7-9-11-12-16-18-19-21,1-2-3-4-7-8-9-10-11-12-15-16-17-18-19-21,10,16,0.726,0
3,2-4-7-9-11-12-16-18-21,2-4-7-9-11-12-16-18-21,1-2-3-4-7-8-9-10-11-12-15-16-17-18-21,9,15,0.726,0
3,2-4-7-9-11-14-16-18,2-4-7-9-11-14-16-18,1-2-3-4-7-8-9-10-11-14-15-16-17-18,8,14,0.726,0
3,2-4-7-9-11-14-16-18-19,2-4-7-9-11-14-16-18-19,1-2-3-4-7-8-9-10-11-14-15-16-17-18-19,9,15,0.726,0
3,2-4-7-9-11-14-16-18-19-21,2-4-7-9-11-14-16-18-19-21,1-2-3-4-7-8-9-10-11-14-15-16-17-18-19-21,10,16,0.726,0
3,2-4-7-9-11-14-16-18-21,2-4-7-9-11-14-16-18-21,1-2-3-4-7-8-9-10-11-14-15-16-17-18-21,9,15,0.726,0
3,2-4-7-9-11-16-18,2-4-7-9-11-16-18,1-2-3-4-7-8-9-10-11-15-16-17-18,7,13,0.602,0
3,2-4-7-9-11-16-18-19,2-4-7-9-11-16-18-19,1-2-3-4-7-8-9-10-11-15-16-17-18-19,8,14,0.602,0
3,2-4-7-9-11-16-18-19-21,2-4-7-9-11-16-18-19-21,1-2-3-4-7-8-9-10-11-15-16-17-18-19-21,9,15,0.602,0
3,2-4-7-9-11-16-18-21,2-4-7-9-11-16-18-21,1-2-3-4-7-8-9-10-11-15-16-17-18-21,8,14,0.602,0
3,2-4-9,2-4-9,1-2-3-4-8-9-10-15-17,3,9,0.659,0
3,2-4-9-11,2-4-9-11,1-2-3-4-8-9-10-11-15-17,4,10,0.616,0
3,2-4-9-11-12-14-16-18,2-4-9-11-12-14-16-18,1-2-3-4-8-9-10-11-12-14-15-16-17-18,8,14,0.61,0
3,2-4-9-11-12-14-16-18-19,2-4-9-11-12-14-16-18-19,1-2-3-4-8-9-10-11-12-14-15-16-17-18-19,9,15,0.61,0
3,2-4-9-11-12-14-16-18-19-21,2-4-9-11-12-14-16-18-19-21,1-2-3-4-8-9-10-11-12-14-15-16-17-18-19-21,10,16,0.61,0
3,2-4-9-11-12-14-16-18-21,2-4-9-11-12-14-16-18-21,1-2-3-4-8-9-10-11-12-14-15-16-17-18-21,9,15,0.61,0
3,2-4-9-11-12-16-18,2-4-9-11-12-16-18,1-2-3-4-8-9-10-11-12-15-16-17-18,7,13,0.659,0
3,2-4-9-11-12-16-18-19,2-4-9-11-12-16-18-19,1-2-3-4-8-9-10-11-12-15-16-17-18-19,8,14,0.659,0
3,2-4-9-11-12-16-18-19-21,2-4-9-11-12-16-18-19-21,1-2-3-4-8-9-10-11-12-15-16-17-18-19-21,9,15,0.659,0
3,2-4-9-11-12-16-18-21,2-4-9-11-12-16-18-21,1-2-3-4-8-9-10-11-12-15-16-17-18-21,8,14,0.659,0
3,2-4-9-11-13-16-18,2-4-9-11-13-16-18,1-2-3-4-8-9-10-11-13-15-16-17-18,7,13,0.6,0
3,2-4-9-11-13-16-18-20,2-4-9-11-13-16-18-20,1-2-3-4-8-9-10-11-13-15-16-17-18-20,8,14,0.553,0
3,2-4-9-11-14-16-18,2-4-9-11-14-16-18,1-2-3-4-8-9-10-11-14-15-16-17-18,7,13,0.659,0
3,2-4-9-11-14-16-18-19,2-4-9-11-14-16-18-19,1-2-3-4-8-9-10-11-14-15-16-17-18-19,8,14,0.659,0
3,2-4-9-11-14-16-18-19-21,2-4-9-11-14-16-18-19-21,1-2-3-4-8-9-10-11-14-15-16-17-18-19-21,9,15,0.659,0
3,2-4-9-11-14-16-18-21,2-4-9-11-14-16-18-21,1-2-3-4-8-9-10-11-14-15-16-17-18-21,8,14,0.659,0
3,2-4-9-11-16,2-4-9-11-16,1-2-3-4-8-9-10-11-15-16-17,5,11,0.617,0
3,2-4-9-11-16-18,2-4-9-11-16-18,1-2-3-4-8-9-10-11-15-16-17-18,6,12,0.61,0
3,2-4-9-11-16-18-19,2-4-9-11-16-18-19,1-2-3-4-8-9-10-11-15-16-17-18-19,7,13,0.61,0
3,2-4-9-11-16-18-19-21,2-4-9-11-16-18-19-21,1-2-3-4-8-9-10-11-15-16-17-18-19-21,8,14,0.61,0
3,2-4-9-11-16-18-20,2-4-9-11-16-18-20,1-2-3-4-8-9-10-11-15-16-17-18-20,7,13,0.607,0
3,2-4-9-11-16-18-21,2-4-9-11-16-18-21,1-2-3-4-8-9-10-11-15-16-17-18-21,7,13,0.61,0
3,2-4-9-11-18,2-4-9-11-18,1-2-3-4-8-9-10-11-15-17-18,5,11,0.601,0
3,2-4-9-16,2-4-9-16,1-2-3-4-8-9-10-15-16-17,4,10,0.611,0
3,2-4-9-16-18,2-4-9-16-18,1-2-3-4-8-9-10-15-16-17-18,5,11,0.62,0
3,2-4-9-18,2-4-9-18,1-2-3-4-8-9-10-15-17-18,4,10,0.59,0
3,2-4-11,2-4-11,1-2-3-4-8-10-11-15-17,3,9,0.618,0
3,2-4-11-16,2-4-11-16,1-2-3-4-8-10-11-15-16-17,4,10,0.714,0
3,2-4-11-16-18,2-4-11-16-18,1-2-3-4-8-10-11-15-16-17-18,5,11,0.735,0
3,2-4-11-18,2-4-11-18,1-2-3-4-8-10-11-15-17-18,4,10,0.575,0
3,2-4-16,2-4-16,1-2-3-4-8-10-15-16-17,3,9,0.647,0
3,2-4-16-18,2-4-16-18,1-2-3-4-8-10-15-16-17-18,4,10,0.714,0
3,2-4-18,2-4-18,1-2-3-4-8-10-15-17-18,3,9,0.548,0
3,2-5-6-7-9-11-12-13-14-16-18-19-20-21,2-5-6-7-9-11-12-13-14-16-18-19-20-21,1-2-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21,14,20,0.793,0
3,2-5-6-7-9-11-12-13-14-16-19-20-21,2-5-6-7-9-11-12-13-14-16-19-20-21,1-2-3-5-6-7-8-9-10-11-12-13-14-15-16-17-19-20-21,13,19,0.82,0
3,2-5-6-7-9-11-12-13-14-18-19-20-21,2-5-6-7-9-11-12-13-14-18-19-20-21,1-2-3-5-6-7-8-9-10-11-12-13-14-15-17-18-19-20-21,13,19,0.778,0
3,2-5-6-7-9-11-12-13-14-19-20-21,2-5-6-7-9-11-12-13-14-19-20-21,1-2-3-5-6-7-8-9-10-11-12-13-14-15-17-19-20-21,12,18,0.774,0
3,2-5-6-7-9-12-13-14-16-18-19-20-21,2-5-6-7-9-12-13-14-16-18-19-20-21,1-2-3-5-6-7-8-9-10-12-13-14-15-16-17-18-19-20-21,13,19,0.719,0
3,2-5-6-7-9-12-13-14-16-19-20-21,2-5-6-7-9-12-13-14-16-19-20-21,1-2-3-5-6-7-8-9-10-12-13-14-15-16-17-19-20-21,12,18,0.709,0
3,2-5-6-7-9-12-13-14-18-19-20-21,2-5-6-7-9-12-13-14-18-19-20-21,1-2-3-5-6-7-8-9-10-12-13-14-15-17-18-19-20-21,12,18,0.663,0
3,2-5-6-7-9-12-13-14-19-20-21,2-5-6-7-9-12-13-14-19-20-21,1-2-3-5-6-7-8-9-10-12-13-14-15-17-19-20-21,11,17,0.647,0
3,2-5-6-7-11-12-13-14-16-18-19-20-21,2-5-6-7-11-12-13-14-16-18-19-20-21,1-2-3-5-6-7-8-10-11-12-13-14-15-16-17-18-19-20-21,13,19,0.758,0
3,2-5-6-7-11-12-13-14-16-19-20-21,2-5-6-7-11-12-13-14-16-19-20-21,1-2-3-5-6-7-8-10-11-12-13-14-15-16-17-19-20-21,12,18,0.733,0
3,2-5-6-7-11-12-13-14-18-19-20-21,2-5-6-7-11-12-13-14-18-19-20-21,1-2-3-5-6-7-8-10-11-12-13-14-15-17-18-19-20-21,12,18,0.726,0
3,2-5-6-7-11-12-13-14-19-20-21,2-5-6-7-11-12-13-14-19-20-21,1-2-3-5-6-7-8-10-11-12-13-14-15-17-19-20-21,11,17,0.724,0
3,2-5-6-7-12-13-14-16-18-19-20-21,2-5-6-7-12-13-14-16-18-19-20-21,1-2-3-5-6-7-8-10-12-13-14-15-16-17-18-19-20-21,12,18,0.608,0
3,2-5-6-7-12-13-14-16-19-20-21,2-5-6-7-12-13-14-16-19-20-21,1-2-3-5-6-7-8-10-12-13-14-15-16-17-19-20-21,11,17,0.701,0
3,2-5-6-7-12-13-14-18-19-20-21,2-5-6-7-12-13-14-18-19-20-21,1-2-3-5-6-7-8-10-12-13-14-15-17-18-19-20-21,11,17,0.592,0
3,2-5-6-7-12-13-14-19-20-21,2-5-6-7-12-13-14-19-20-21,1-2-3-5-6-7-8-10-12-13-14-15-17-19-20-21,10,16,0.652,0
3,2-5-7-9-11-12-14-16-18-19-21,2-5-7-9-11-12-14-16-18-19-21,1-2-3-5-7-8-9-10-11-12-14-15-16-17-18-19-21,11,17,0.611,0
3,2-5-7-9-11-12-14-16-19-21,2-5-7-9-11-12-14-16-19-21,1-2-3-5-7-8-9-10-11-12-14-15-16-17-19-21,10,16,0.632,0
3,2-5-7-9-11-12-14-18-19-21,2-5-7-9-11-12-14-18-19-21,1-2-3-5-7-8-9-10-11-12-14-15-17-18-19-21,10,16,0.659,0
3,2-5-7-9-11-12-14-19-21,2-5-7-9-11-12-14-19-21,1-2-3-5-7-8-9-10-11-12-14-15-17-19-21,9,15,0.706,0
3,2-5-7-9-12-14-16-18-19-21,2-5-7-9-12-14-16-18-19-21,1-2-3-5-7-8-9-10-12-14-15-16-17-18-19-21,10,16,0.611,0
3,2-5-7-9-12-14-16-19-21,2-5-7-9-12-14-16-19-21,1-2-3-5-7-8-9-10-12-14-15-16-17-19-21,9,15,0.632,0
3,2-5-7-9-12-14-18-19-21,2-5-7-9-12-14-18-19-21,1-2-3-5-7-8-9-10-12-14-15-17-18-19-21,9,15,0.659,0
3,2-5-7-9-12-14-19-21,2-5-7-9-12-14-19-21,1-2-3-5-7-8-9-10-12-14-15-17-19-21,8,14,0.706,0
3,2-5-7-11-12-14-16-18-19-21,2-5-7-11-12-14-16-18-19-21,1-2-3-5-7-8-10-11-12-14-15-16-17-18-19-21,10,16,0.647,0
3,2-5-7-11-12-14-16-19-21,2-5-7-11-12-14-16-19-21,1-2-3-5-7-8-10-11-12-14-15-16-17-19-21,9,15,0.705,0
3,2-5-7-11-12-14-18-19-21,2-5-7-11-12-14-18-19-21,1-2-3-5-7-8-10-11-12-14-15-17-18-19-21,9,15,0.74,0
3,2-5-7-11-12-14-19-21,2-5-7-11-12-14-19-21,1-2-3-5-7-8-10-11-12-14-15-17-19-21,8,14,0.531,0
3,2-5-7-12-14-16-18-19-21,2-5-7-12-14-16-18-19-21,1-2-3-5-7-8-10-12-14-15-16-17-18-19-21,9,15,0.647,0
3,2-5-7-12-14-16-19-21,2-5-7-12-14-16-19-21,1-2-3-5-7-8-10-12-14-15-16-17-19-21,8,14,0.705,0
3,2-5-7-12-14-18-19-21,2-5-7-12-14-18-19-21,1-2-3-5-7-8-10-12-14-15-17-18-19-21,8,14,0.74,0
3,2-5-7-12-14-19-21,2-5-7-12-14-19-21,1-2-3-5-7-8-10-12-14-15-17-19-21,7,13,0.531,0
3,2-6-9-11-13-16-18-20,2-6-9-11-13-16-18-20,1-2-3-6-8-9-10-11-13-15-16-17-18-20,8,14,0.616,0
3,2-6-9-11-13-16-20,2-6-9-11-13-16-20,1-2-3-6-8-9-10-11-13-15-16-17-20,7,13,0.638,0
3,2-6-9-11-13-18-20,2-6-9-11-13-18-20,1-2-3-6-8-9-10-11-13-15-17-18-20,7,13,0.652,0
3,2-6-9-11-13-20,2-6-9-11-13-20,1-2-3-6-8-9-10-11-13-15-17-20,6,12,0.67,0
3,2-6-9-13-16-18-20,2-6-9-13-16-18-20,1-2-3-6-8-9-10-13-15-16-17-18-20,7,13,0.697,0
3,2-6-9-13-16-20,2-6-9-13-16-20,1-2-3-6-8-9-10-13-15-16-17-20,6,12,0.721,0
3,2-6-9-13-18-20,2-6-9-13-18-20,1-2-3-6-8-9-10-13-15-17-18-20,6,12,0.669,0
3,2-6-9-13-20,2-6-9-13-20,1-2-3-6-8-9-10-13-15-17-20,5,11,0.743,0
3,2-6-11-13-16-18-20,2-6-11-13-16-18-20,1-2-3-6-8-10-11-13-15-16-17-18-20,7,13,0.671,0
3,2-6-11-13-16-20,2-6-11-13-16-20,1-2-3-6-8-10-11-13-15-16-17-20,6,12,0.709,0
3,2-6-11-13-18-20,2-6-11-13-18-20,1-2-3-6-8-10-11-13-15-17-18-20,6,12,0.647,0
3,2-6-11-13-20,2-6-11-13-20,1-2-3-6-8-10-11-13-15-17-20,5,11,0.623,0
3,2-6-13-16-18-20,2-6-13-16-18-20,1-2-3-6-8-10-13-15-16-17-18-20,6,12,0.725,0
3,2-6-13-16-20,2-6-13-16-20,1-2-3-6-8-10-13-15-16-17-20,5,11,0.735,0
3,2-6-13-18-20,2-6-13-18-20,1-2-3-6-8-10-13-15-17-18-20,5,11,0.646,0
3,2-6-13-20,2-6-13-20,1-2-3-6-8-10-13-15-17-20,4,10,0.631,0
3,2-9,2-9,1-2-3-8-9-10-15-17,2,8,0.706,0
3,2-9-11,2-9-11,1-2-3-8-9-10-11-15-17,3,9,0.706,0
3,2-9-11-16,2-9-11-16,1-2-3-8-9-10-11-15-16-17,4,10,0.632,0
3,2-9-11-16-18,2-9-11-16-18,1-2-3-8-9-10-11-15-16-17-18,5,11,0.611,0
3,2-9-11-18,2-9-11-18,1-2-3-8-9-10-11-15-17-18,4,10,0.659,0
3,2-9-16,2-9-16,1-2-3-8-9-10-15-16-17,3,9,0.632,0
3,2-9-16-18,2-9-16-18,1-2-3-8-9-10-15-16-17-18,4,10,0.611,0
3,2-9-18,2-9-18,1-2-3-8-9-10-15-17-18,3,9,0.659,0
3,2-11,2-11,1-2-3-8-10-11-15-17,2,8,0.531,0
3,2-11-16,2-11-16,1-2-3-8-10-11-15-16-17,3,9,0.705,0
3,2-11-16-18,2-11-16-18,1-2-3-8-10-11-15-16-17-18,4,10,0.647,0
3,2-11-18,2-11-18,1-2-3-8-10-11-15-17-18,3,9,0.74,0
3,2-16,2-16,1-2-3-8-10-15-16-17,2,8,0.705,0
3,2-16-18,2-16-18,1-2-3-8-10-15-16-17-18,3,9,0.647,0
3,2-18,2-18,1-2-3-8-10-15-17-18,2,8,0.74,0
3,4,4,1-3-4-8-10-15-17,1,7,0.557,0
3,4-5-6-7-9-11-12-13-14-16-18-19-20-21,4-5-6-7-9-11-12-13-14-16-18-19-20-21,1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21,14,20,0.689,0
3,4-5-6-7-9-11-12-13-14-16-19-20-21,4-5-6-7-9-11-12-13-14-16-19-20-21,1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-20-21,13,19,0.675,0
3,4-5-6-7-9-11-12-13-14-18-19-20-21,4-5-6-7-9-11-12-13-14-18-19-20-21,1-3-4-5-6-7-8-9-10-11-12-13-14-15-17-18-19-20-21,13,19,0.736,0
3,4-5-6-7-9-11-12-13-14-19-20-21,4-5-6-7-9-11-12-13-14-19-20-21,1-3-4-5-6-7-8-9-10-11-12-13-14-15-17-19-20-21,12,18,0.745,0
3,4-5-6-7-9-12-13-14-16-18-19-20-21,4-5-6-7-9-12-13-14-16-18-19-20-21,1-3-4-5-6-7-8-9-10-12-13-14-15-16-17-18-19-20-21,13,19,0.653,0
3,4-5-6-7-9-12-13-14-16-19-20-21,4-5-6-7-9-12-13-14-16-19-20-21,1-3-4-5-6-7-8-9-10-12-13-14-15-16-17-19-20-21,12,18,0.715,0
3,4-5-6-7-9-12-13-14-18-19-20-21,4-5-6-7-9-12-13-14-18-19-20-21,1-3-4-5-6-7-8-9-10-12-13-14-15-17-18-19-20-21,12,18,0.708,0
3,4-5-6-7-9-12-13-14-19-20-21,4-5-6-7-9-12-13-14-19-20-21,1-3-4-5-6-7-8-9-10-12-13-14-15-17-19-20-21,11,17,0.72,0
3,4-5-6-7-11-12-13-14-16-18-19-20-21,4-5-6-7-11-12-13-14-16-18-19-20-21,1-3-4-5-6-7-8-10-11-12-13-14-15-16-17-18-19-20-21,13,19,0.557,0
3,4-5-6-7-11-12-13-14-16-19-20-21,4-5-6-7-11-12-13-14-16-19-20-21,1-3-4-5-6-7-8-10-11-12-13-14-15-16-17-19-20-21,12,18,0.603,0
3,4-5-6-7-11-12-13-14-18-19-20-21,4-5-6-7-11-12-13-14-18-19-20-21,1-3-4-5-6-7-8-10-11-12-13-14-15-17-18-19-20-21,12,18,0.631,0
3,4-5-6-7-11-12-13-14-19-20-21,4-5-6-7-11-12-13-14-19-20-21,1-3-4-5-6-7-8-10-11-12-13-14-15-17-19-20-21,11,17,0.617,0
3,4-5-6-7-12-13-14-16-18-19-20-21,4-5-6-7-12-13-14-16-18-19-20-21,1-3-4-5-6-7-8-10-12-13-14-15-16-17-18-19-20-21,12,18,0.634,0
3,4-5-6-7-12-13-14-16-19-20-21,4-5-6-7-12-13-14-16-19-20-21,1-3-4-5-6-7-8-10-12-13-14-15-16-17-19-20-21,11,17,0.59,0
3,4-5-6-7-12-13-14-18-19-20-21,4-5-6-7-12-13-14-18-19-20-21,1-3-4-5-6-7-8-10-12-13-14-15-17-18-19-20-21,11,17,0.665,0
3,4-5-6-7-12-13-14-19-20-21,4-5-6-7-12-13-14-19-20-21,1-3-4-5-6-7-8-10-12-13-14-15-17-19-20-21,10,16,0.674,0
3,4-5-7-9-11-12-14-16-18-19-21,4-5-7-9-11-12-14-16-18-19-21,1-3-4-5-7-8-9-10-11-12-14-15-16-17-18-19-21,11,17,0.575,0
3,4-5-7-9-11-12-14-16-19-21,4-5-7-9-11-12-14-16-19-21,1-3-4-5-7-8-9-10-11-12-14-15-16-17-19-21,10,16,0.618,0
3,4-5-7-9-11-12-14-18-19-21,4-5-7-9-11-12-14-18-19-21,1-3-4-5-7-8-9-10-11-12-14-15-17-18-19-21,10,16,0.567,0
3,4-5-7-9-11-12-14-19-21,4-5-7-9-11-12-14-19-21,1-3-4-5-7-8-9-10-11-12-14-15-17-19-21,9,15,0.57,0
3,4-5-7-9-12-14-16-18-19-21,4-5-7-9-12-14-16-18-19-21,1-3-4-5-7-8-9-10-12-14-15-16-17-18-19-21,10,16,0.548,0
3,4-5-7-9-12-14-16-19-21,4-5-7-9-12-14-16-19-21,1-3-4-5-7-8-9-10-12-14-15-16-17-19-21,9,15,0.74,0
3,4-5-7-9-12-14-18-19-21,4-5-7-9-12-14-18-19-21,1-3-4-5-7-8-9-10-12-14-15-17-18-19-21,9,15,0.574,0
3,4-5-7-9-12-14-19-21,4-5-7-9-12-14-19-21,1-3-4-5-7-8-9-10-12-14-15-17-19-21,8,14,0.557,0
3,4-5-7-11-12-14-16-18-19-21,4-5-7-11-12-14-16-18-19-21,1-3-4-5-7-8-10-11-12-14-15-16-17-18-19-21,10,16,0.575,0
3,4-5-7-11-12-14-16-19-21,4-5-7-11-12-14-16-19-21,1-3-4-5-7-8-10-11-12-14-15-16-17-19-21,9,15,0.618,0
3,4-5-7-11-12-14-18-19-21,4-5-7-11-12-14-18-19-21,1-3-4-5-7-8-10-11-12-14-15-17-18-19-21,9,15,0.567,0
3,4-5-7-11-12-14-19-21,4-5-7-11-12-14-19-21,1-3-4-5-7-8-10-11-12-14-15-17-19-21,8,14,0.57,0
3,4-5-7-12-14-16-18-19-21,4-5-7-12-14-16-18-19-21,1-3-4-5-7-8-10-12-14-15-16-17-18-19-21,9,15,0.548,0
3,4-5-7-12-14-16-19-21,4-5-7-12-14-16-19-21,1-3-4-5-7-8-10-12-14-15-16-17-19-21,8,14,0.74,0
3,4-5-7-12-14-18-19-21,4-5-7-12-14-18-19-21,1-3-4-5-7-8-10-12-14-15-17-18-19-21,8,14,0.574,0
3,4-5-7-12-14-19-21,4-5-7-12-14-19-21,1-3-4-5-7-8-10-12-14-15-17-19-21,7,13,0.557,0
3,4-6-9-11-13-16-18-20,4-6-9-11-13-16-18-20,1-3-4-6-8-9-10-11-13-15-16-17-18-20,8,14,0.545,0
3,4-6-9-11-13-16-20,4-6-9-11-13-16-20,1-3-4-6-8-9-10-11-13-15-16-17-20,7,13,0.639,0
3,4-6-9-11-13-18-20,4-6-9-11-13-18-20,1-3-4-6-8-9-10-11-13-15-17-18-20,7,13,0.594,0
3,4-6-9-11-13-20,4-6-9-11-13-20,1-3-4-6-8-9-10-11-13-15-17-20,6,12,0.54,0
3,4-6-9-13-16-18-20,4-6-9-13-16-18-20,1-3-4-6-8-9-10-13-15-16-17-18-20,7,13,0.565,0
3,4-6-9-13-16-20,4-6-9-13-16-20,1-3-4-6-8-9-10-13-15-16-17-20,6,12,0.625,0
3,4-6-9-13-18-20,4-6-9-13-18-20,1-3-4-6-8-9-10-13-15-17-18-20,6,12,0.438,0
3,4-6-9-13-20,4-6-9-13-20,1-3-4-6-8-9-10-13-15-17-20,5,11,0.54,0
3,4-6-11-13-16-18-20,4-6-11-13-16-18-20,1-3-4-6-8-10-11-13-15-16-17-18-20,7,13,0.545,0
3,4-6-11-13-16-20,4-6-11-13-16-20,1-3-4-6-8-10-11-13-15-16-17-20,6,12,0.639,0
3,4-6-11-13-18-20,4-6-11-13-18-20,1-3-4-6-8-10-11-13-15-17-18-20,6,12,0.594,0
3,4-6-11-13-20,4-6-11-13-20,1-3-4-6-8-10-11-13-15-17-20,5,11,0.54,0
3,4-6-13-16-18-20,4-6-13-16-18-20,1-3-4-6-8-10-13-15-16-17-18-20,6,12,0.565,0
3,4-6-13-16-20,4-6-13-16-20,1-3-4-6-8-10-13-15-16-17-20,5,11,0.625,0
3,4-6-13-18-20,4-6-13-18-20,1-3-4-6-8-10-13-15-17-18-20,5,11,0.438,0
3,4-6-13-20,4-6-13-20,1-3-4-6-8-10-13-15-17-20,4,10,0.54,0
3,4-9,4-9,1-3-4-8-9-10-15-17,2,8,0.557,0
3,4-9-11,4-9-11,1-3-4-8-9-10-11-15-17,3,9,0.57,0
3,4-9-11-16,4-9-11-16,1-3-4-8-9-10-11-15-16-17,4,10,0.618,0
3,4-9-11-16-18,4-9-11-16-18,1-3-4-8-9-10-11-15-16-17-18,5,11,0.575,0
3,4-9-11-18,4-9-11-18,1-3-4-8-9-10-11-15-17-18,4,10,0.567,0
3,4-9-16,4-9-16,1-3-4-8-9-10-15-16-17,3,9,0.74,0
3,4-9-16-18,4-9-16-18,1-3-4-8-9-10-15-16-17-18,4,10,0.548,0
3,4-9-18,4-9-18,1-3-4-8-9-10-15-17-18,3,9,0.574,0
3,4-11,4-11,1-3-4-8-10-11-15-17,2,8,0.57,0
3,4-11-16,4-11-16,1-3-4-8-10-11-15-16-17,3,9,0.618,0
3,4-11-16-18,4-11-16-18,1-3-4-8-10-11-15-16-17-18,4,10,0.575,0
3,4-11-18,4-11-18,1-3-4-8-10-11-15-17-18,3,9,0.567,0
3,4-16,4-16,1-3-4-8-10-15-16-17,2,8,0.74,0
3,4-16-18,4-16-18,1-3-4-8-10-15-16-17-18,3,9,0.548,0
3,4-18,4-18,1-3-4-8-10-15-17-18,2,8,0.574,0
3,5,5,1-3-5-8-10-15-17,1,7,0.5,0
3,5-6-7-9-11-12-13-14-16-18-19-20-21,5-6-7-9-11-12-13-14-16-18-19-20-21,1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21,13,19,0.766,0
3,5-6-7-9-11-12-13-14-16-19-20-21,5-6-7-9-11-12-13-14-16-19-20-21,1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-19-20-21,12,18,0.762,0
3,5-6-7-9-11-12-13-14-18-19-20-21,5-6-7-9-11-12-13-14-18-19-20-21,1-3-5-6-7-8-9-10-11-12-13-14-15-17-18-19-20-21,12,18,0.772,0
3,5-6-7-9-11-12-13-14-19-20-21,5-6-7-9-11-12-13-14-19-20-21,1-3-5-6-7-8-9-10-11-12-13-14-15-17-19-20-21,11,17,0.764,0
3,5-6-7-9-12-13-14-16-18-19-20-21,5-6-7-9-12-13-14-16-18-19-20-21,1-3-5-6-7-8-9-10-12-13-14-15-16-17-18-19-20-21,12,18,0.685,0
3,5-6-7-9-12-13-14-16-19-20-21,5-6-7-9-12-13-14-16-19-20-21,1-3-5-6-7-8-9-10-12-13-14-15-16-17-19-20-21,11,17,0.649,0
3,5-6-7-9-12-13-14-18-19-20-21,5-6-7-9-12-13-14-18-19-20-21,1-3-5-6-7-8-9-10-12-13-14-15-17-18-19-20-21,11,17,0.652,0
3,5-6-7-9-12-13-14-19-20-21,5-6-7-9-12-13-14-19-20-21,1-3-5-6-7-8-9-10-12-13-14-15-17-19-20-21,10,16,0.631,0
3,5-6-7-11-12-13-14-16-18-19-20-21,5-6-7-11-12-13-14-16-18-19-20-21,1-3-5-6-7-8-10-11-12-13-14-15-16-17-18-19-20-21,12,18,0.693,0
3,5-6-7-11-12-13-14-16-19-20-21,5-6-7-11-12-13-14-16-19-20-21,1-3-5-6-7-8-10-11-12-13-14-15-16-17-19-20-21,11,17,0.581,0
3,5-6-7-11-12-13-14-18-19-20-21,5-6-7-11-12-13-14-18-19-20-21,1-3-5-6-7-8-10-11-12-13-14-15-17-18-19-20-21,11,17,0.61,0
3,5-6-7-11-12-13-14-19-20-21,5-6-7-11-12-13-14-19-20-21,1-3-5-6-7-8-10-11-12-13-14-15-17-19-20-21,10,16,0.613,0
3,5-6-7-12-13-14-16-18-19-20-21,5-6-7-12-13-14-16-18-19-20-21,1-3-5-6-7-8-10-12-13-14-15-16-17-18-19-20-21,11,17,0.68,0
3,5-6-7-12-13-14-16-19-20-21,5-6-7-12-13-14-16-19-20-21,1-3-5-6-7-8-10-12-13-14-15-16-17-19-20-21,10,16,0.662,0
3,5-6-7-12-13-14-18-19-20-21,5-6-7-12-13-14-18-19-20-21,1-3-5-6-7-8-10-12-13-14-15-17-18-19-20-21,10,16,0.681,0
3,5-6-7-12-13-14-19-20,5-6-7-12-13-14-19-20,1-3-5-6-7-8-10-12-13-14-15-17-19-20,8,14,0.69,0
3,5-6-7-12-13-14-19-20-21,5-6-7-12-13-14-19-20-21,1-3-5-6-7-8-10-12-13-14-15-17-19-20-21,9,15,0.69,0
3,5-6-7-12-13-14-19-21,5-6-7-12-13-14-19-21,1-3-5-6-7-8-10-12-13-14-15-17-19-21,8,14,0.547,0
3,5-6-7-12-13-14-20,5-6-7-12-13-14-20,1-3-5-6-7-8-10-12-13-14-15-17-20,7,13,0.652,0
3,5-6-7-12-13-14-20-21,5-6-7-12-13-14-20-21,1-3-5-6-7-8-10-12-13-14-15-17-20-21,8,14,0.652,0
3,5-6-7-12-13-19-20,5-6-7-12-13-19-20,1-3-5-6-7-8-10-12-13-15-17-19-20,7,13,0.652,0
3,5-6-7-12-13-19-20-21,5-6-7-12-13-19-20-21,1-3-5-6-7-8-10-12-13-15-17-19-20-21,8,14,0.652,0
3,5-6-7-12-13-20,5-6-7-12-13-20,1-3-5-6-7-8-10-12-13-15-17-20,6,12,0.652,0
3,5-6-7-12-13-20-21,5-6-7-12-13-20-21,1-3-5-6-7-8-10-12-13-15-17-20-21,7,13,0.652,0
3,5-6-7-12-14-19-20-21,5-6-7-12-14-19-20-21,1-3-5-6-7-8-10-12-14-15-17-19-20-21,8,14,0.69,0
3,5-6-7-12-14-19-21,5-6-7-12-14-19-21,1-3-5-6-7-8-10-12-14-15-17-19-21,7,13,0.547,0
3,5-6-7-13-14-19-20,5-6-7-13-14-19-20,1-3-5-6-7-8-10-13-14-15-17-19-20,7,13,0.636,0
