benchmark_id,family_role,property,gate_idx,group,phi
I52,interior,entanglement,8,E,0.030721033924334045
I52,interior,entanglement,9,X,0.07083012113695084
I52,interior,entanglement,10,M,0.0062888173609593565
I52,interior,entanglement,11,M,2.6645352591003756e-16
I52,interior,entanglement,12,M,0.03498704752884578
I52,interior,entanglement,13,X,-0.015435895771478404
I52,interior,entanglement,14,E,0.12385064045243137
I53,interior,magic,1,M,-1.9934671197713922e-16
I53,interior,magic,3,E,0.0
I53,interior,magic,5,E,0.07094589599962421
I53,interior,magic,6,X,0.16513986091623917
I53,interior,magic,7,E,0.07170475203644522
I53,interior,magic,9,M,0.2272125856514326
I53,interior,magic,10,M,0.02991052347522673
I53,interior,magic,11,M,0.0559894921042404
I53,interior,magic,12,M,0.19465992399219184
I53,interior,magic,13,E,0.005192994978897743
I53,interior,magic,14,X,0.018662994912053497
I53,interior,magic,17,M,0.10034801032382508
I53,interior,magic,18,M,0.14370471174773025
I53,interior,entanglement,1,M,-1.4975675021054888e-16
I53,interior,entanglement,3,E,0.0
I53,interior,entanglement,5,E,0.1913517697119755
I53,interior,entanglement,6,X,0.16791841046344028
I53,interior,entanglement,7,E,0.01940802245322752
I53,interior,entanglement,9,M,0.034237058895866174
I53,interior,entanglement,10,M,-0.005699056549215344
I53,interior,entanglement,11,M,0.0016344688334394755
I53,interior,entanglement,12,M,2.676871070485099e-16
I53,interior,entanglement,13,E,0.03574016298491316
I53,interior,entanglement,14,X,-6.291263806209221e-16
I53,interior,entanglement,17,M,-2.3758772726978346e-16
I53,interior,entanglement,18,M,1.379143712812139e-16
I54,interior,magic,0,X,0.19023253851875585
I54,interior,magic,1,E,0.23048252257269422
I54,interior,magic,2,E,0.0
I54,interior,magic,3,X,0.10185377192820547
I54,interior,magic,4,E,0.00039815726991927617
I54,interior,magic,5,X,0.010944130227105659
I54,interior,magic,6,M,1.919850845925619e-16
I54,interior,magic,7,M,0.05025894894243159
I54,interior,magic,8,M,0.09236450803839566
I54,interior,magic,9,M,0.09493118155691574
I54,interior,magic,10,M,0.0003268134195605062
I54,interior,magic,11,E,0.03751947312709799
I54,interior,magic,12,E,0.12253660478771582
I54,interior,magic,13,X,0.000738608270960258
I54,interior,magic,14,X,0.060163350767867205
I54,interior,magic,15,E,-0.006949604314022915
I54,interior,magic,16,M,0.08147238324244778
I54,interior,magic,17,M,0.003217039136357748
I54,interior,magic,18,M,-0.0008906540808604386
I54,interior,entanglement,0,X,0.086800193478756
I54,interior,entanglement,1,E,0.22112609185208706
I54,interior,entanglement,2,E,0.0
I54,interior,entanglement,3,X,-0.10697635269801017
I54,interior,entanglement,4,E,-0.018452173019786043
I54,interior,entanglement,5,X,0.011964591468572516
I54,interior,entanglement,6,M,3.1049134170575407e-17
I54,interior,entanglement,7,M,1.175166432750862e-17
I54,interior,entanglement,8,M,0.27584386429398333
I54,interior,entanglement,9,M,0.024537571495218603
I54,interior,entanglement,10,M,-0.0033938715022605787
I54,interior,entanglement,11,E,-0.005948591602786471
I54,interior,entanglement,12,E,0.16480739497433894
I54,interior,entanglement,13,X,0.0841243487366634
I54,interior,entanglement,14,X,1.1842378929335003e-16
I54,interior,entanglement,15,E,-0.004792397627107045
I54,interior,entanglement,16,M,-3.834753622660708e-17
I54,interior,entanglement,17,M,3.624460682063185e-17
I54,interior,entanglement,18,M,-1.740483337768908e-16
I55,interior,magic,0,M,0.2789157300863653
I55,interior,magic,1,M,0.2822984626882401
I55,interior,magic,2,M,-0.0070134443661818025
I55,interior,magic,3,M,0.2752881372761604
I55,interior,magic,4,X,0.022304836374264614
I55,interior,magic,5,E,1.4802973661668754e-17
I55,interior,magic,6,E,-3.700743415417188e-17
I55,interior,magic,7,E,-9.621932880084689e-17
I55,interior,entanglement,0,M,1.9308226515220113e-17
I55,interior,entanglement,1,M,0.1858790089135141
I55,interior,entanglement,2,M,1.197110043943647e-16
I55,interior,entanglement,3,M,0.15977593747824403
I55,interior,entanglement,4,X,-2.220446049250313e-16
I55,interior,entanglement,5,E,0.028311069800188927
I55,interior,entanglement,6,E,0.18150991404269826
I55,interior,entanglement,7,E,0.15951612473507137
