benchmark_id,family_role,property,gate_idx,group,phi
I43,interior,entanglement,6,X,0.03457428148323151
I43,interior,entanglement,7,E,0.002570117301360582
I43,interior,entanglement,8,M,0.0030679845408644077
I43,interior,entanglement,9,M,-0.04958693183386127
I43,interior,entanglement,10,M,0.036767756224701756
I43,interior,entanglement,11,M,2.011390125950423e-16
I43,interior,entanglement,12,X,0.12307045675574475
I43,interior,entanglement,13,E,0.3008938104066651
I44,interior,magic,0,M,0.21538513126178147
I44,interior,magic,1,E,0.0
I44,interior,magic,2,M,0.05558238175735193
I44,interior,magic,3,M,0.17074174848038365
I44,interior,magic,4,X,0.17462358826383556
I44,interior,magic,5,E,0.0499137456826788
I44,interior,magic,6,E,-0.035449801270286914
I44,interior,magic,7,X,0.0034431963627524313
I44,interior,magic,8,E,0.13769456284101683
I44,interior,magic,9,X,0.04853444077060286
I44,interior,magic,10,M,-0.031198641284766942
I44,interior,magic,11,M,-0.0026795361604195324
I44,interior,magic,12,M,0.03722863650407769
I44,interior,magic,13,M,-0.000858742003517473
I44,interior,entanglement,0,M,0.24700233341910688
I44,interior,entanglement,1,E,0.0
I44,interior,entanglement,2,M,9.769962616701379e-17
I44,interior,entanglement,3,M,0.10419002399888315
I44,interior,entanglement,4,X,-5.181040781584064e-17
I44,interior,entanglement,5,E,0.04502936609702291
I44,interior,entanglement,6,E,0.23354653803863523
I44,interior,entanglement,7,X,4.477899532654798e-16
I44,interior,entanglement,8,E,0.11272026208004071
I44,interior,entanglement,9,X,-8.511709855459533e-17
I44,interior,entanglement,10,M,3.2961288019982426e-16
I44,interior,entanglement,11,M,-1.2829243840112921e-17
I44,interior,entanglement,12,M,-2.4992353865450743e-16
I44,interior,entanglement,13,M,9.399888275159659e-17
I45,interior,magic,4,E,0.1150383500492902
I45,interior,magic,6,M,0.14859120214699956
I45,interior,magic,7,M,0.13458753609917767
I45,interior,magic,8,M,0.2872729711067259
I45,interior,magic,10,E,-7.401486830834377e-17
I45,interior,magic,12,M,0.17201471471940724
I45,interior,magic,13,E,-7.401486830834377e-17
I45,interior,entanglement,4,E,0.34565366491332067
I45,interior,entanglement,6,M,0.09562737859791283
I45,interior,entanglement,7,M,0.3303081665124914
I45,interior,entanglement,8,M,0.019755528555764373
I45,interior,entanglement,10,E,0.19971834201354613
I45,interior,entanglement,12,M,2.9605947323337513e-17
I45,interior,entanglement,13,E,-0.11655367388652157
I51,interior,magic,0,M,0.31342900665335394
I51,interior,magic,1,M,0.036693064877371985
I51,interior,magic,2,M,0.14916225347093032
I51,interior,magic,3,X,0.21893607997679698
I51,interior,magic,4,E,0.19698883366420006
I51,interior,magic,5,X,0.21078838808317873
I51,interior,magic,6,M,0.025198217570906133
I51,interior,entanglement,0,M,3.282398507587419e-17
I51,interior,entanglement,1,M,2.3169871818264135e-17
I51,interior,entanglement,2,M,0.12639985447415222
I51,interior,entanglement,3,X,6.143234069592533e-16
I51,interior,entanglement,4,E,0.1341783070571771
I51,interior,entanglement,5,X,1.7763568394002506e-16
I51,interior,entanglement,6,M,4.247809833348425e-17
I52,interior,magic,0,E,0.0
I52,interior,magic,1,X,0.07398869353846507
I52,interior,magic,2,X,0.1506505356120913
I52,interior,magic,3,E,0.013982212964730522
I52,interior,magic,4,E,0.011424337187087482
I52,interior,magic,5,M,0.2406004973909542
I52,interior,magic,6,M,0.23592796733275842
I52,interior,magic,7,X,0.08803422805078286
I52,interior,magic,8,E,0.03401493211060076
I52,interior,magic,9,X,0.11475514924673198
I52,interior,magic,10,M,0.010102089243746218
I52,interior,magic,11,M,0.1699184705932975
I52,interior,magic,12,M,-0.06101480091416559
I52,interior,magic,13,X,0.012944811257334038
I52,interior,magic,14,E,-1.7763568394002505e-17
I52,interior,entanglement,0,E,0.0
I52,interior,entanglement,1,X,0.07983104358813312
I52,interior,entanglement,2,X,2.2303146983580923e-16
I52,interior,entanglement,3,E,0.012919501281573603
I52,interior,entanglement,4,E,0.013077226512046874
I52,interior,entanglement,5,M,-0.04592049545236763
I52,interior,entanglement,6,M,-1.3125303313346296e-16
I52,interior,entanglement,7,X,0.03880881636083934
